panel,metric,strategy,budget_factor,target_k,budget,holdout_n,disagreement_lambda,worst_source_recall,worst_source_ndcg,worst_source_normalized_utility,minimax_recall_regret,minimax_ndcg_regret,portfolio_size,portfolio_coverage,worst_source_recall_ci95_low,worst_source_recall_ci95_high,worst_source_ndcg_ci95_low,worst_source_ndcg_ci95_high,worst_source_normalized_utility_ci95_low,worst_source_normalized_utility_ci95_high,minimax_recall_regret_ci95_low,minimax_recall_regret_ci95_high,minimax_ndcg_regret_ci95_low,minimax_ndcg_regret_ci95_high,portfolio_coverage_ci95_low,portfolio_coverage_ci95_high,pareto_efficient
P0,F4_KelvinOp,disagreement_abstention,2.0,11,22,113,0.0,0.6363636363636364,0.9024921140167801,0.6363636363636364,0.36363636363636365,0.09750788598321991,22,0.19469026548672566,0.2727272727272727,0.7272727272727273,0.8479896970491666,0.9362935630633759,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.06370643693662405,0.1520103029508334,0.1896551724137931,0.1981981981981982,False
P0,F4_KelvinOp,minimax_oracle,2.0,11,22,113,,0.6363636363636364,0.9024921140167801,0.6363636363636364,0.36363636363636365,0.09750788598321991,22,0.19469026548672566,0.45454545454545453,0.9090909090909091,0.8479830621990139,0.9331996758402364,0.45454545454545453,0.9090909090909091,0.09090909090909094,0.5454545454545454,0.06680032415976356,0.15201693780098605,0.1896551724137931,0.1981981981981982,False
P2,F1_Frobenius,jarvis_only,1.0,3,3,38,,0.0,0.5337471158873435,0.0,1.0,0.46625288411265653,3,0.07894736842105263,0.0,0.0,0.10033981387158929,0.751354862449442,0.0,0.0,1.0,1.0,0.248645137550558,0.89966018612841,0.07692307692307693,0.1,False
P2,F1_Frobenius,mp_only,1.0,3,3,38,,0.0,0.5403167858193829,0.0,1.0,0.4596832141806171,3,0.07894736842105263,0.0,0.0,0.35802895325062056,0.8044068232207162,0.0,0.0,1.0,1.0,0.1955931767792833,0.6419710467493791,0.07692307692307693,0.1,False
P2,F1_Frobenius,average_percentile,1.0,3,3,38,,0.3333333333333333,0.8364535045369536,0.3333333333333333,0.6666666666666667,0.16354649546304645,3,0.07894736842105263,0.0,0.3333333333333333,0.6207687080056323,0.8948485470227703,0.0,0.3333333333333333,0.6666666666666667,1.0,0.10515145297722947,0.37923129199436767,0.07692307692307693,0.1,True
P2,F1_Frobenius,borda_count,1.0,3,3,38,,0.3333333333333333,0.8291599050058915,0.3333333333333333,0.6666666666666667,0.17084009499410846,3,0.07894736842105263,0.0,0.3333333333333333,0.6229339083120924,0.8948485470227703,0.0,0.3333333333333333,0.6666666666666667,1.0,0.10515145297722947,0.3770660916879076,0.07692307692307693,0.1,True
P2,F1_Frobenius,maximin_percentile,1.0,3,3,38,,0.0,0.7724848988549227,0.0,1.0,0.22751510114507734,3,0.07894736842105263,0.0,0.3333333333333333,0.6578382574144928,0.8885503902378287,0.0,0.3333333333333333,0.6666666666666667,1.0,0.11144960976217129,0.34216174258550713,0.07692307692307693,0.1,False
P2,F1_Frobenius,intersection_first,1.0,3,3,38,,0.3333333333333333,0.8364535045369536,0.3333333333333333,0.6666666666666667,0.16354649546304645,3,0.07894736842105263,0.0,0.3333333333333333,0.6207687080056323,0.8948485470227703,0.0,0.3333333333333333,0.6666666666666667,1.0,0.10515145297722947,0.37923129199436767,0.07692307692307693,0.1,True
P2,F1_Frobenius,balanced_union,1.0,3,3,38,,0.3333333333333333,0.818362489782193,0.3333333333333333,0.6666666666666667,0.18163751021780705,3,0.07894736842105263,0.0,0.5,0.5527318755382167,0.8853935123847079,0.0,0.5,0.5,1.0,0.11460648761529198,0.44726812446178327,0.07692307692307693,0.1,True
P2,F1_Frobenius,disagreement_abstention,1.0,3,3,38,0.0,0.3333333333333333,0.8364535045369536,0.3333333333333333,0.6666666666666667,0.16354649546304645,3,0.07894736842105263,0.0,0.3333333333333333,0.6207687080056323,0.8948485470227703,0.0,0.3333333333333333,0.6666666666666667,1.0,0.10515145297722947,0.37923129199436767,0.07692307692307693,0.1,True
P2,F1_Frobenius,minimax_oracle,1.0,3,3,38,,0.3333333333333333,0.8364535045369536,0.3333333333333333,0.6666666666666667,0.16354649546304645,3,0.07894736842105263,0.0,0.5,0.6810492539815789,0.8977234371767282,0.0,0.5,0.5,1.0,0.10227656282327179,0.31895074601842105,0.07692307692307693,0.1,True
P2,F1_Frobenius,jarvis_only,1.5,3,4,38,,0.0,0.45364300837299043,0.0,1.0,0.5463569916270096,4,0.10526315789473684,0.0,0.3333333333333333,0.13920388783235277,0.7498481414551874,0.0,0.3333333333333333,0.6666666666666667,1.0,0.25015185854481253,0.8607961121676472,0.10256410256410256,0.15,False
P2,F1_Frobenius,mp_only,1.5,3,4,38,,0.0,0.5948338703606465,0.0,1.0,0.4051661296393535,4,0.10526315789473684,0.0,0.0,0.3854226880688988,0.8103755296102229,0.0,0.0,1.0,1.0,0.18962447038977687,0.6145773119311012,0.10256410256410256,0.15,False
P2,F1_Frobenius,average_percentile,1.5,3,4,38,,0.3333333333333333,0.8267427595146173,0.3333333333333333,0.6666666666666667,0.1732572404853827,4,0.10526315789473684,0.0,0.6666666666666666,0.6415361417765848,0.8992401627935549,0.0,0.6666666666666666,0.33333333333333337,1.0,0.10075983720644507,0.35846385822341514,0.10256410256410256,0.15,False
P2,F1_Frobenius,borda_count,1.5,3,4,38,,0.3333333333333333,0.8105387910451383,0.3333333333333333,0.6666666666666667,0.18946120895486174,4,0.10526315789473684,0.0,0.6666666666666666,0.6420475021838828,0.8992401627935549,0.0,0.6666666666666666,0.33333333333333337,1.0,0.10075983720644507,0.35795249781611704,0.10256410256410256,0.15,False
P2,F1_Frobenius,maximin_percentile,1.5,3,4,38,,0.0,0.7783790539071963,0.0,1.0,0.2216209460928037,4,0.10526315789473684,0.0,0.5,0.6661810684097216,0.8914635301995187,0.0,0.5,0.5,1.0,0.10853646980048103,0.3338189315902784,0.10256410256410256,0.15,False
P2,F1_Frobenius,intersection_first,1.5,3,4,38,,0.3333333333333333,0.8267427595146173,0.3333333333333333,0.6666666666666667,0.1732572404853827,4,0.10526315789473684,0.0,0.6666666666666666,0.6415361417765848,0.8992401627935549,0.0,0.6666666666666666,0.33333333333333337,1.0,0.10075983720644507,0.35846385822341514,0.10256410256410256,0.15,False
