q_percentile,k,n,observed_overlap,observed_jaccard,expected_jaccard,chance_adjusted_jaccard,hypergeometric_pvalue,overlap_enrichment,mean_rank_displacement_in_union,median_rank_displacement_in_union,adj_jaccard_ci95_low,adj_jaccard_ci95_high,panel,metric
27.0,154,573,62,0.25203252032520324,0.15560287751019589,0.11419939770835932,1.450771037152465e-05,1.6197163211759293,197.3008130081301,169.0,-0.017159420856908025,0.24555821627362667,P0,F1_Frobenius
28.0,160,573,66,0.25984251968503935,0.16262888566726297,0.11609384698592273,1.1297017257920164e-05,1.59776363601651,196.63779527559055,169.0,-0.015386960601378896,0.24757465457322436,P0,F1_Frobenius
29.0,166,573,70,0.26717557251908397,0.16974090852766702,0.11735452823362887,9.714891687477384e-06,1.574019927409164,195.59541984732823,169.0,-0.01358690620253751,0.24829596266979526,P0,F1_Frobenius
30.0,171,573,74,0.27611940298507465,0.17573444559908336,0.12178715566848107,5.110149877273816e-06,1.5712309675190674,195.1492537313433,169.0,-0.008016466223817756,0.2515907775607799,P0,F1_Frobenius
31.0,177,573,79,0.2872727272727273,0.1830083192418814,0.1276199139923859,2.14493430065993e-06,1.5697249636670343,194.12363636363636,167.0,-0.0032116459871295855,0.2584514739719014,P0,F1_Frobenius
32.0,183,573,83,0.29328621908127206,0.1903728151227539,0.12711209045447464,2.464729161936949e-06,1.5405887594410934,192.87632508833923,167.0,-0.006481205365745146,0.2607053862746944,P0,F1_Frobenius
33.0,189,573,90,0.3125,0.19782963807008228,0.14295013549744684,1.9050216046030827e-07,1.5796419740165277,192.23611111111111,164.0,0.007869807652432309,0.2780304633424614,P0,F1_Frobenius
34.0,194,573,94,0.3197278911564626,0.20411544453627195,0.14526283469947246,1.3597725689859222e-07,1.5664071471066265,190.96938775510205,159.0,0.006777869337024622,0.2837478000619203,P0,F1_Frobenius
35.0,200,573,101,0.3377926421404682,0.2117461055962624,0.1599060118054371,1.0673299853027181e-08,1.595272041435036,190.1170568561873,158.0,0.020615647831329215,0.29919637577954494,P0,F1_Frobenius
36.0,206,573,106,0.3464052287581699,0.21947416273996465,0.16262250390555322,7.093224368522331e-09,1.5783417256663355,190.0718954248366,160.5,0.021524262958342977,0.30372074485276346,P0,F1_Frobenius
37.0,212,573,113,0.3633440514469453,0.22730149363603225,0.17606162907066927,5.996190821387547e-10,1.5985114995713665,188.88102893890675,160.0,0.034068206844253685,0.3180550512970849,P0,F1_Frobenius
38.0,217,573,116,0.36477987421383645,0.23390149173608848,0.17083753729574155,1.828681706804241e-09,1.5595448815068622,187.96226415094338,160.5,0.029585922794893,0.31208915179659014,P0,F1_Frobenius
39.0,223,573,122,0.3765432098765432,0.24191586374086366,0.17758892410018695,5.576233371711573e-10,1.5565048279756064,186.98302469135803,159.0,0.03669132801712635,0.3184865201832475,P0,F1_Frobenius
