q_percentile,k,n,observed_overlap,observed_jaccard,expected_jaccard,chance_adjusted_jaccard,hypergeometric_pvalue,overlap_enrichment,mean_rank_displacement_in_union,median_rank_displacement_in_union,adj_jaccard_ci95_low,adj_jaccard_ci95_high,panel,metric
40.0,229,573,127,0.38368580060422963,0.25003509898592313,0.17820927544420892,5.652004218471523e-10,1.5345277609437984,183.91389728096678,161.0,0.043574872111633356,0.3128436787767845,P0,F4_KelvinOp
41.0,234,573,132,0.39285714285714285,0.256882726086866,0.18297840938921767,2.4808961084997284e-10,1.5293248745900356,183.70982142857142,164.0,0.049828958032833465,0.31612786074560184,P0,F4_KelvinOp
42.0,240,573,140,0.4117647058823529,0.26519963409964514,0.1994624371248384,9.914453338193974e-12,1.5526594042269226,182.9985294117647,162.0,0.06709146516030676,0.3318334090893701,P0,F4_KelvinOp
43.0,246,573,143,0.40974212034383956,0.2736274229346693,0.18738964232253494,1.4091512302371646e-10,1.497445380106031,181.35386819484242,160.0,0.05584466861686502,0.31893461602820483,P0,F4_KelvinOp
44.0,252,573,150,0.423728813559322,0.28216832632827377,0.19720568543174327,2.274465751521683e-11,1.5016880848148677,180.17090395480227,159.0,0.06554835676938633,0.32886301409410024,P0,F4_KelvinOp
45.0,257,573,155,0.43175487465181056,0.28937380606327734,0.20036000615143587,1.3849386365413909e-11,1.4920316407539622,179.0431754874652,158.0,0.06744334584355943,0.3332766664593123,P0,F4_KelvinOp
46.0,263,573,159,0.4332425068119891,0.2981280897313316,0.19250580498219014,8.381022067113559e-11,1.4532092806230388,177.8841961852861,157.0,0.05984513546106729,0.325166474503313,P0,F4_KelvinOp
47.0,269,573,165,0.44235924932975873,0.3070021521112328,0.1953210931763991,5.7853766402989775e-11,1.4408995060382621,177.46782841823057,156.0,0.062305232139784256,0.3283369542130139,P0,F4_KelvinOp
48.0,275,573,172,0.455026455026455,0.3159984701785904,0.20325683318890284,1.4147457474185763e-11,1.4399641073239728,176.99074074074073,154.0,0.06930177862660927,0.33721188775119637,P0,F4_KelvinOp
49.0,280,573,175,0.45454545454545453,0.32359062621322854,0.19360291771105417,1.1872184023239283e-10,1.404692898137086,176.312987012987,152.0,0.05975418819998052,0.32745164722212783,P0,F4_KelvinOp
50.0,286,573,179,0.455470737913486,0.33281774305900164,0.1838373151840743,9.58550371738216e-10,1.3685290144904942,174.5941475826972,143.0,0.049742679547474744,0.3179319508206739,P0,F4_KelvinOp
1.0,2,287,0,0.0,0.0046538827026631905,-0.0046756425948592415,1.0,0.0,177.0,187.0,-0.004675642598881695,-0.004675642590836788,P0_high_response,F1_Frobenius
2.0,5,287,0,0.0,0.009746657263842823,-0.009842589611373541,1.0,0.0,217.6,252.5,-0.009842589615395993,-0.009842589607351088,P0_high_response,F1_Frobenius
3.0,8,287,0,0.0,0.015050147061707415,-0.01528011504018196,1.0,0.0,187.3125,215.5,-0.015280115044204413,-0.015280115036159508,P0_high_response,F1_Frobenius
4.0,11,287,0,0.0,0.020432624474840476,-0.020858825013324138,1.0,0.0,173.13636363636363,179.5,-0.02085882501734659,-0.020858825009301685,P0_high_response,F1_Frobenius
5.0,14,287,0,0.0,0.02588026806835551,-0.026567851178864704,1.0,0.0,154.96428571428572,143.0,-0.03680668255324227,-0.016329019804487137,P0_high_response,F1_Frobenius
6.0,17,287,0,0.0,0.03138999299655351,-0.03240725655278288,1.0,0.0,147.51470588235293,139.75,-0.061181531240466186,-0.0036329818650995653,P0_high_response,F1_Frobenius
7.0,20,287,0,0.0,0.03696120778636175,-0.0383797704570164,1.0,0.0,145.725,139.25,-0.09542693835151111,0.018667397437478313,P0_high_response,F1_Frobenius
8.0,22,287,0,0.0,0.040709619858454234,-0.04243722307779989,1.0,0.0,143.0,139.0,-0.11212815521950519,0.02725370906390541,P0_high_response,F1_Frobenius
9.0,25,287,1,0.02040816326530612,0.04638406856724672,-0.02723937850211174,0.9078706693405806,0.4399821726660041,140.6122448979592,138.0,-0.10741787768098421,0.05293912067676074,P0_high_response,F1_Frobenius
10.0,28,287,1,0.01818181818181818,0.05212139242805376,-0.03580582363091203,0.951543103316491,0.34883600254762226,145.96363636363637,140.5,-0.12005437282964998,0.04844272556782592,P0_high_response,F1_Frobenius
11.0,31,287,1,0.01639344262295082,0.05792246522572823,-0.04408238289296225,0.9766172895340266,0.28302391065477506,154.45901639344262,148.0,-0.1314354148940346,0.04327064910811011,P0_high_response,F1_Frobenius
12.0,34,287,1,0.014925373134328358,0.06378824089150578,-0.052192110686269305,0.9896825955437937,0.23398314369123577,159.11940298507463,168.0,-0.1473258014460117,0.042941580073473096,P0_high_response,F1_Frobenius
13.0,37,287,2,0.027777777777777776,0.06971973065757008,-0.04508528694200838,0.9693158316290887,0.3984206122970973,157.04166666666666,168.0,-0.14993191222935692,0.05976133834534015,P0_high_response,F1_Frobenius
14.0,40,287,4,0.05263157894736842,0.07571799093722684,-0.024977671060879097,0.8473423017340695,0.6951000455228936,156.25,168.0,-0.13862626959432578,0.08867092747256758,P0_high_response,F1_Frobenius
15.0,43,287,5,0.06172839506172839,0.08178411664259075,-0.0218420547328474,0.8140189085369745,0.7547724129795402,155.11111111111111,168.0,-0.14361147316793352,0.09992736370223873,P0_high_response,F1_Frobenius
16.0,45,287,6,0.07142857142857142,0.08586645996093402,-0.0157940693563717,0.7500646584568545,0.8318564834403178,154.54761904761904,169.5,-0.14043390457723137,0.10884576586448796,P0_high_response,F1_Frobenius
17.0,48,287,8,0.09090909090909091,0.09204822127724985,-0.001254615492643666,0.5763910087489121,0.9876246346496163,154.26136363636363,169.5,-0.12672444381228992,0.1242152128270026,P0_high_response,F1_Frobenius
18.0,51,287,8,0.0851063829787234,0.09830093255955466,-0.014632985723590891,0.7300693479618083,0.8657739124413956,152.36170212765958,169.5,-0.14076552429718384,0.11149955285000204,P0_high_response,F1_Frobenius
19.0,54,287,8,0.08,0.10462580861313972,-0.027503371048696844,0.8485588060859066,0.7646296937670978,152.845,169.5,-0.15509387530900212,0.10008713321160842,P0_high_response,F1_Frobenius
20.0,57,287,8,0.07547169811320754,0.1110240953890662,-0.03999253195891558,0.9258426179416316,0.6797776451024351,154.94811320754718,173.5,-0.16674520912896365,0.08676014521113248,P0_high_response,F1_Frobenius
21.0,60,287,10,0.09090909090909091,0.11749707015772062,-0.030127921788748627,0.8623869215706393,0.7737136831332075,155.5590909090909,173.5,-0.16059215108799016,0.10033630751049291,P0_high_response,F1_Frobenius
22.0,63,287,11,0.09565217391304348,0.12404604190222987,-0.0324147950091427,0.8757546221101985,0.7711021846906992,154.90869565217392,171.0,-0.1656116049383829,0.10078201492009752,P0_high_response,F1_Frobenius
23.0,66,287,14,0.11864406779661017,0.13067235187192977,-0.01383630683001995,0.7079270718587946,0.9079508105348225,154.8177966101695,171.5,-0.148199260447575,0.1205266467875351,P0_high_response,F1_Frobenius
24.0,68,287,14,0.11475409836065574,0.1351335347667466,-0.023563679741698117,0.8018312451402311,0.8491903845979629,154.83196721311475,173.5,-0.16023160046625737,0.11310424098286112,P0_high_response,F1_Frobenius
25.0,71,287,14,0.109375,0.14189181214979343,-0.037893604338232516,0.9030648916423222,0.770833766535691,151.80859375,169.5,-0.1764911224055112,0.10070391372904616,P0_high_response,F1_Frobenius
26.0,74,287,18,0.13846153846153847,0.14873116760271046,-0.01206390830996515,0.6835577946383988,0.9309517345509978,151.44230769230768,169.5,-0.1521167583432735,0.1279889417233432,P0_high_response,F1_Frobenius
27.0,77,287,20,0.14925373134328357,0.15565306714632526,-0.00757903600290652,0.6324932492782013,0.9588871846834482,151.1679104477612,169.5,-0.15079011391925645,0.1356320419134434,P0_high_response,F1_Frobenius
28.0,80,287,21,0.1510791366906475,0.16265901293761287,-0.013829343631667476,0.6988246036838629,0.9288088865299656,149.82014388489208,168.0,-0.15741780509546643,0.1297591178321315,P0_high_response,F1_Frobenius
29.0,83,287,21,0.14482758620689656,0.16975054429242548,-0.030018638270938085,0.8428358542630481,0.8531789209312066,146.18965517241378,161.0,-0.17274261252476392,0.11270533598288773,P0_high_response,F1_Frobenius
30.0,86,287,23,0.15436241610738255,0.17692923876400346,-0.027417840262886455,0.8208182296227409,0.8724528358666506,146.31879194630872,161.0,-0.1665293198015147,0.11169363927574177,P0_high_response,F1_Frobenius
31.0,88,287,25,0.16556291390728478,0.18176425585709716,-0.019800335130535255,0.7534266677136107,0.9108661828288734,145.69867549668874,161.0,-0.15874822450839896,0.11914755424732845,P0_high_response,F1_Frobenius
32.0,91,287,26,0.16666666666666666,0.1890918353293135,-0.027654387561572787,0.819400822639492,0.8814059389524026,144.35576923076923,152.5,-0.16679816004434955,0.11148938492120397,P0_high_response,F1_Frobenius
33.0,94,287,28,0.175,0.19651098044577472,-0.026771965667569425,0.8104900738818056,0.8905354784909311,143.215625,152.0,-0.16493610522771532,0.11139217389257647,P0_high_response,F1_Frobenius
34.0,97,287,29,0.17575757575757575,0.20402341905632881,-0.03551089815386585,0.8711087355333207,0.8614578491553014,142.6848484848485,152.0,-0.1742424645194418,0.10322066821171011,P0_high_response,F1_Frobenius
35.0,100,287,31,0.1834319526627219,0.21163092298898495,-0.035768742266217866,0.870872076982264,0.8667540171918506,142.23076923076923,152.0,-0.17607338497219055,0.1045359004397548,P0_high_response,F1_Frobenius
36.0,103,287,31,0.17714285714285713,0.21933530943402635,-0.05404683060608279,0.9521624282523611,0.8076349293689066,141.27428571428572,148.0,-0.19740318081439273,0.08930951960222716,P0_high_response,F1_Frobenius
37.0,106,287,35,0.1977401129943503,0.227138442385254,-0.03803828654854393,0.8809377372278168,0.8705708770290825,140.3954802259887,146.0,-0.18466259033995602,0.10858601724286815,P0_high_response,F1_Frobenius
38.0,109,287,37,0.20441988950276244,0.23504223414024727,-0.04003141873207564,0.890412129198988,0.8697155651642896,139.5027624309392,144.0,-0.191977409868138,0.11191457240398672,P0_high_response,F1_Frobenius
39.0,111,287,37,0.2,0.24036831706982825,-0.053141960738279335,0.9457298347107068,0.832056414248218,138.76756756756757,142.0,-0.20839283080820198,0.1021089093316433,P0_high_response,F1_Frobenius
40.0,114,287,38,0.2,0.24844425921786262,-0.06445863771521071,0.9729077783769964,0.8050095447148913,137.08947368421053,140.25,-0.22295220540797733,0.09403492997755591,P0_high_response,F1_Frobenius
41.0,117,287,38,0.19387755102040816,0.25662620785852813,-0.08441063903713497,0.9938775888490159,0.7554861704821988,136.21428571428572,139.0,-0.24613590407175293,0.07731462599748298,P0_high_response,F1_Frobenius
42.0,120,287,38,0.18811881188118812,0.26491626625342113,-0.10447443039014252,0.9990126399107351,0.7101066859414064,134.87623762376236,136.0,-0.2652145174464279,0.05626565666614282,P0_high_response,F1_Frobenius
43.0,123,287,39,0.18840579710144928,0.2733165938183451,-0.11684702856097692,0.999717743942634,0.6893317177319638,133.81159420289856,135.0,-0.2746383739549245,0.040944316832970645,P0_high_response,F1_Frobenius
44.0,126,287,41,0.1943127962085308,0.2818294080048934,-0.12186047823712465,0.999823069843808,0.6894695538840182,132.8388625592417,134.0,-0.2738043666786856,0.03008341020443625,P0_high_response,F1_Frobenius
45.0,129,287,42,0.19444444444444445,0.29045698625940997,-0.13531602729594044,0.999961962935277,0.6694431659178073,131.43055555555554,132.0,-0.2826803833082144,0.01204832871633349,P0_high_response,F1_Frobenius
46.0,132,287,44,0.2,0.29920166806289417,-0.14155522857579683,0.9999805857521235,0.6684454712263125,130.7590909090909,132.0,-0.2846632023058059,0.0015527451542121928,P0_high_response,F1_Frobenius
47.0,134,287,47,0.21266968325791855,0.30509769773546447,-0.1330086462173792,0.9999353971905922,0.6970543692608071,130.63348416289594,132.0,-0.2744526198385846,0.008435327403826187,P0_high_response,F1_Frobenius
48.0,137,287,49,0.21777777777777776,0.31404292622619023,-0.140336986276426,0.9999705496223286,0.6934649998163714,129.57333333333332,128.0,-0.28033070206105026,-0.00034327049180168934,P0_high_response,F1_Frobenius
49.0,140,287,51,0.22270742358078602,0.3231118166031343,-0.14833231763403423,0.9999880469201917,0.6892580590895842,128.55458515283843,126.0,-0.2869251052381647,-0.00973953002990377,P0_high_response,F1_Frobenius
50.0,143,287,54,0.23275862068965517,0.3323069546736248,-0.14909296222384555,0.9999873361029253,0.7004325892554941,128.35344827586206,126.0,-0.289155459253594,-0.009030465194097087,P0_high_response,F1_Frobenius
1.0,2,287,0,0.0,0.0046538827026631905,-0.0046756425948592415,1.0,0.0,163.75,161.5,-0.004675642598840101,-0.0046756425908783825,P0_high_response,F3_Longitudinal
2.0,5,287,0,0.0,0.009746657263842823,-0.009842589611373541,1.0,0.0,209.4,260.5,-0.0098425896153544,-0.009842589607392682,P0_high_response,F3_Longitudinal
3.0,8,287,0,0.0,0.015050147061707415,-0.01528011504018196,1.0,0.0,180.375,201.5,-0.01528011504416282,-0.015280115036201102,P0_high_response,F3_Longitudinal
4.0,11,287,0,0.0,0.020432624474840476,-0.020858825013324138,1.0,0.0,176.5,185.75,-0.020858825017305,-0.020858825009343277,P0_high_response,F3_Longitudinal
5.0,14,287,0,0.0,0.02588026806835551,-0.026567851178864704,1.0,0.0,172.10714285714286,174.75,-0.026567851182845565,-0.026567851174883843,P0_high_response,F3_Longitudinal
6.0,17,287,0,0.0,0.03138999299655351,-0.03240725655278288,1.0,0.0,161.3235294117647,167.5,-0.032407256556763735,-0.03240725654880202,P0_high_response,F3_Longitudinal
7.0,20,287,0,0.0,0.03696120778636175,-0.0383797704570164,1.0,0.0,155.625,161.5,-0.04825155271349829,-0.028507988200534504,P0_high_response,F3_Longitudinal
8.0,22,287,0,0.0,0.040709619858454234,-0.04243722307779989,1.0,0.0,158.86363636363637,167.5,-0.06205436015954971,-0.022820085996050066,P0_high_response,F3_Longitudinal
9.0,25,287,0,0.0,0.04638406856724672,-0.0486401988875724,1.0,0.0,162.28,171.5,-0.09233354050788792,-0.004946857267256882,P0_high_response,F3_Longitudinal
10.0,28,287,1,0.01818181818181818,0.05212139242805376,-0.03580582363091203,0.951543103316491,0.34883600254762226,160.52727272727273,170.0,-0.10460819673000028,0.03299654946817622,P0_high_response,F3_Longitudinal
11.0,31,287,1,0.01639344262295082,0.05792246522572823,-0.04408238289296225,0.9766172895340266,0.28302391065477506,157.27868852459017,170.0,-0.131015207789173,0.0428504420032485,P0_high_response,F3_Longitudinal
12.0,34,287,2,0.030303030303030304,0.06378824089150578,-0.03576670583625408,0.935469324855728,0.47505668567614534,156.83333333333334,171.5,-0.1344595932778516,0.06292618160534341,P0_high_response,F3_Longitudinal
13.0,37,287,3,0.04225352112676056,0.06971973065757008,-0.02952466093925011,0.8893372981649397,0.6060482553251622,156.69014084507043,170.0,-0.13796321382186624,0.07891389194336601,P0_high_response,F3_Longitudinal
14.0,40,287,3,0.03896103896103896,0.07571799093722684,-0.039768113644730166,0.9444666688089138,0.5145545791533108,154.94805194805195,165.0,-0.1540159728446684,0.07447974555520807,P0_high_response,F3_Longitudinal
15.0,43,287,5,0.06172839506172839,0.08178411664259075,-0.0218420547328474,0.8140189085369745,0.7547724129795402,155.5679012345679,170.0,-0.1380345470657402,0.09435043760004541,P0_high_response,F3_Longitudinal
16.0,45,287,5,0.058823529411764705,0.08586645996093402,-0.029583129121390318,0.876065504340813,0.6850582804802617,157.3235294117647,173.0,-0.14659663059997857,0.08743037235719794,P0_high_response,F3_Longitudinal
17.0,48,287,5,0.054945054945054944,0.09204822127724985,-0.04086468819345155,0.9390916283348055,0.5969159879750427,155.8186813186813,173.0,-0.15667957526736087,0.07495019888045776,P0_high_response,F3_Longitudinal
18.0,51,287,7,0.07368421052631578,0.09830093255955466,-0.027300374284644296,0.8504508936394835,0.7495779399821555,156.59473684210528,173.0,-0.14180639557658364,0.08720564700729505,P0_high_response,F3_Longitudinal
19.0,54,287,7,0.06930693069306931,0.10462580861313972,-0.03944594143970623,0.9259920522523617,0.6624267148972381,157.80693069306932,174.0,-0.1514938309063295,0.07260194802691705,P0_high_response,F3_Longitudinal
20.0,57,287,7,0.06542056074766354,0.1110240953890662,-0.05129895467904875,0.9680857142807063,0.5892465101238398,156.00467289719626,173.0,-0.16497707615450807,0.06237916679641058,P0_high_response,F3_Longitudinal
21.0,60,287,9,0.08108108108108109,0.11749707015772062,-0.041264439862140505,0.929324173741849,0.6900689606323203,154.53603603603602,171.0,-0.1573091196277155,0.07478023990343449,P0_high_response,F3_Longitudinal
22.0,63,287,10,0.08620689655172414,0.12404604190222987,-0.04319764184030582,0.9356336150441762,0.6949588655127776,152.89224137931035,170.5,-0.16111471604206257,0.07471943236145094,P0_high_response,F3_Longitudinal
23.0,66,287,10,0.08196721311475409,0.13067235187192977,-0.056026216193690394,0.974225412682375,0.6272728082149241,151.47131147540983,167.5,-0.17478238995861117,0.0627299575712304,P0_high_response,F3_Longitudinal
24.0,68,287,11,0.088,0.1351335347667466,-0.054498048729447225,0.9697738601701946,0.6512077120745521,149.308,165.0,-0.17488979439737407,0.0658936969384796,P0_high_response,F3_Longitudinal
25.0,71,287,12,0.09230769230769231,0.14189181214979343,-0.05778306342271686,0.9755428153073784,0.6505498161531986,147.7576923076923,163.5,-0.18025651307686696,0.06469038623143326,P0_high_response,F3_Longitudinal
26.0,74,287,14,0.1044776119402985,0.14873116760271046,-0.05198540575929215,0.9600038072913418,0.7024594348602056,146.40671641791045,163.5,-0.17571311369692155,0.07174230217833724,P0_high_response,F3_Longitudinal
27.0,77,287,15,0.1079136690647482,0.15565306714632526,-0.05654002664548116,0.9702620011272066,0.6932961299329968,147.18345323741008,165.0,-0.1816601161381713,0.06858006284720897,P0_high_response,F3_Longitudinal
28.0,80,287,18,0.1267605633802817,0.16265901293761287,-0.04287196030290169,0.922261257853813,0.7793024259215204,146.51760563380282,163.5,-0.16668469996605745,0.08094077936025405,P0_high_response,F3_Longitudinal
29.0,83,287,19,0.1292517006802721,0.16975054429242548,-0.04877912696448382,0.9447316693751399,0.7614214211744328,146.03401360544217,163.0,-0.1739866635147027,0.07642840958573506,P0_high_response,F3_Longitudinal
30.0,86,287,20,0.13157894736842105,0.17692923876400346,-0.05509889736270107,0.9627282093244163,0.7436811930442273,145.69736842105263,162.0,-0.18456251277928234,0.0743647180538802,P0_high_response,F3_Longitudinal
31.0,88,287,22,0.14285714285714285,0.18176425585709716,-0.047550004113679094,0.937384375283244,0.7859473920409135,144.96753246753246,159.5,-0.1797743243944648,0.0846743161671066,P0_high_response,F3_Longitudinal
32.0,91,287,24,0.1518987341772152,0.1890918353293135,-0.04586598430317026,0.928898688384917,0.8033066785388986,144.71518987341773,159.5,-0.18021631449638026,0.08848434589003973,P0_high_response,F3_Longitudinal
33.0,94,287,24,0.14634146341463414,0.19651098044577472,-0.06243958014382645,0.9757058128761291,0.7446986579715102,143.1890243902439,155.0,-0.19745747492976695,0.07257831464211406,P0_high_response,F3_Longitudinal
34.0,97,287,26,0.15476190476190477,0.20402341905632881,-0.06188814529696588,0.9736626132480559,0.7585497070764046,142.01190476190476,153.5,-0.1985580427771586,0.07478175218322686,P0_high_response,F3_Longitudinal
35.0,100,287,29,0.1695906432748538,0.21163092298898495,-0.05332563254956761,0.9513250056603997,0.8013509598674325,141.6549707602339,153.0,-0.19184580069027818,0.08519453559114297,P0_high_response,F3_Longitudinal
36.0,103,287,31,0.17714285714285713,0.21933530943402635,-0.05404683060608279,0.9521624282523611,0.8076349293689066,139.92,150.0,-0.19623445350457253,0.08814079229240696,P0_high_response,F3_Longitudinal
37.0,106,287,34,0.19101123595505617,0.227138442385254,-0.046744732060028805,0.9244343552252072,0.8409463142794572,139.45505617977528,149.0,-0.19277114071301302,0.09928167659295542,P0_high_response,F3_Longitudinal
38.0,109,287,36,0.1978021978021978,0.23504223414024727,-0.04868247372610773,0.9307617039320721,0.8415602350178958,138.17032967032966,148.5,-0.1982766900572881,0.10091174260507263,P0_high_response,F3_Longitudinal
39.0,111,287,38,0.20652173913043478,0.24036831706982825,-0.04455656431921729,0.912088094567516,0.8591886886258772,136.80434782608697,146.5,-0.19632187294208492,0.10720874430365035,P0_high_response,F3_Longitudinal
40.0,114,287,42,0.22580645161290322,0.24844425921786262,-0.030121262305042647,0.8243695730937759,0.9088817440329416,136.6720430107527,146.5,-0.18340184989758265,0.12315932528749737,P0_high_response,F3_Longitudinal
41.0,117,287,43,0.225130890052356,0.25662620785852813,-0.042368076651508095,0.898225794093076,0.8772716237012911,134.96858638743456,145.0,-0.19569417907061265,0.11095802576759645,P0_high_response,F3_Longitudinal
42.0,120,287,44,0.22448979591836735,0.26491626625342113,-0.05499573515116152,0.9475982723735574,0.847399063459616,134.19387755102042,141.5,-0.2085404235802685,0.09854895327794547,P0_high_response,F3_Longitudinal
43.0,123,287,46,0.23,0.2733165938183451,-0.059608618347226854,0.9592229663929299,0.841514950800482,133.015,139.5,-0.21259864374068904,0.09338140704623532,P0_high_response,F3_Longitudinal
44.0,126,287,48,0.23529411764705882,0.2818294080048934,-0.06479698678354082,0.9697144574474154,0.8348813536271324,132.1813725490196,135.5,-0.218864640506549,0.08927066693946736,P0_high_response,F3_Longitudinal
45.0,129,287,48,0.22857142857142856,0.29045698625940997,-0.08721889510507795,0.9939109616824809,0.7869372725890958,129.8190476190476,130.0,-0.2432744058067427,0.06883661559658681,P0_high_response,F3_Longitudinal
46.0,132,287,52,0.24528301886792453,0.29920166806289417,-0.07693889488282721,0.9858233137836823,0.8197916156549114,128.93867924528303,128.0,-0.23337758659623234,0.07949979683057792,P0_high_response,F3_Longitudinal
47.0,134,287,54,0.2523364485981308,0.30509769773546447,-0.07592613949528763,0.9843261908125628,0.8270676916641947,128.5981308411215,126.5,-0.2331489495946294,0.08129667060405411,P0_high_response,F3_Longitudinal
48.0,137,287,56,0.25688073394495414,0.31404292622619023,-0.08333202537989276,0.9904899135909663,0.8179796852355627,127.70642201834862,124.0,-0.2433464869661972,0.07668243620641169,P0_high_response,F3_Longitudinal
49.0,140,287,57,0.2556053811659193,0.3231118166031343,-0.09973055682320191,0.9973788334986717,0.7910740741489793,127.152466367713,123.0,-0.26322034838679426,0.06375923474039046,P0_high_response,F3_Longitudinal
50.0,143,287,59,0.2599118942731278,0.3323069546736248,-0.10842566192240266,0.9987268846712507,0.7821440105832277,126.76651982378854,121.0,-0.27534859074472884,0.058497266899923545,P0_high_response,F3_Longitudinal
1.0,2,287,0,0.0,0.0046538827026631905,-0.0046756425948592415,1.0,0.0,177.0,181.5,-0.004675642598760378,-0.004675642590958105,P0_high_response,F4_KelvinOp
2.0,5,287,0,0.0,0.009746657263842823,-0.009842589611373541,1.0,0.0,208.5,232.5,-0.009842589615274677,-0.009842589607472405,P0_high_response,F4_KelvinOp
3.0,8,287,0,0.0,0.015050147061707415,-0.01528011504018196,1.0,0.0,188.8125,205.5,-0.015280115044083097,-0.015280115036280824,P0_high_response,F4_KelvinOp
4.0,11,287,0,0.0,0.020432624474840476,-0.020858825013324138,1.0,0.0,174.04545454545453,196.5,-0.020858825017225274,-0.020858825009423,P0_high_response,F4_KelvinOp
5.0,14,287,0,0.0,0.02588026806835551,-0.026567851178864704,1.0,0.0,163.53571428571428,161.0,-0.02656785118276584,-0.026567851174963568,P0_high_response,F4_KelvinOp
6.0,17,287,0,0.0,0.03138999299655351,-0.03240725655278288,1.0,0.0,147.44117647058823,144.5,-0.042686891232718426,-0.02212762187284733,P0_high_response,F4_KelvinOp
7.0,20,287,0,0.0,0.03696120778636175,-0.0383797704570164,1.0,0.0,144.35,144.5,-0.06971249068115014,-0.007047050232882657,P0_high_response,F4_KelvinOp
8.0,22,287,0,0.0,0.040709619858454234,-0.04243722307779989,1.0,0.0,147.1590909090909,155.5,-0.08836636664433883,0.0034919204887390587,P0_high_response,F4_KelvinOp
9.0,25,287,0,0.0,0.04638406856724672,-0.0486401988875724,1.0,0.0,147.72,160.0,-0.1205168588979056,0.0232364611227608,P0_high_response,F4_KelvinOp
10.0,28,287,0,0.0,0.05212139242805376,-0.0549874129574104,1.0,0.0,154.08928571428572,161.5,-0.1444831121181763,0.0345082862033555,P0_high_response,F4_KelvinOp
11.0,31,287,2,0.03333333333333333,0.05792246522572823,-0.026100964076472343,0.8771890383933165,0.5754819516647093,157.31666666666666,165.0,-0.12067449465907922,0.06847256650613452,P0_high_response,F4_KelvinOp
12.0,34,287,2,0.030303030303030304,0.06378824089150578,-0.03576670583625408,0.935469324855728,0.47505668567614534,158.36363636363637,167.0,-0.1311408435858359,0.05960743191332773,P0_high_response,F4_KelvinOp
13.0,37,287,2,0.027777777777777776,0.06971973065757008,-0.04508528694200838,0.9693158316290887,0.3984206122970973,154.40972222222223,165.0,-0.14181602935408907,0.0516454554700723,P0_high_response,F4_KelvinOp
14.0,40,287,2,0.02564102564102564,0.07571799093722684,-0.05417931411104659,0.9868408732806256,0.3386384837162815,153.9551282051282,164.5,-0.15551115845718205,0.047152530235088884,P0_high_response,F4_KelvinOp
15.0,43,287,3,0.03614457831325301,0.08178411664259075,-0.04970458380926619,0.9750614382396595,0.44195107555187535,154.8734939759036,165.0,-0.1580739465181445,0.058664778899612094,P0_high_response,F4_KelvinOp
16.0,45,287,4,0.046511627906976744,0.08586645996093402,-0.04305151307792013,0.9517709501128524,0.5416739892169512,154.5639534883721,165.5,-0.15851769544409214,0.07241466928825188,P0_high_response,F4_KelvinOp
17.0,48,287,6,0.06666666666666667,0.09204822127724985,-0.027954738572447502,0.8594685939779112,0.7242580654097185,156.39444444444445,167.0,-0.14957674248982136,0.09366726534492636,P0_high_response,F4_KelvinOp
18.0,51,287,7,0.07368421052631578,0.09830093255955466,-0.027300374284644296,0.8504508936394835,0.7495779399821555,156.26842105263157,166.0,-0.15469420335628206,0.10009345478699347,P0_high_response,F4_KelvinOp
19.0,54,287,7,0.06930693069306931,0.10462580861313972,-0.03944594143970623,0.9259920522523617,0.6624267148972381,157.87623762376236,169.0,-0.17068297870354568,0.09179109582413322,P0_high_response,F4_KelvinOp
20.0,57,287,9,0.08571428571428572,0.1110240953890662,-0.028470748806017965,0.8529090952567651,0.7720331826520513,156.56666666666666,169.0,-0.16149826575867873,0.1045567681466428,P0_high_response,F4_KelvinOp
21.0,60,287,10,0.09090909090909091,0.11749707015772062,-0.030127921788748627,0.8623869215706393,0.7737136831332075,154.00454545454545,167.0,-0.16333008811316574,0.10307424453566849,P0_high_response,F4_KelvinOp
22.0,63,287,12,0.10526315789473684,0.12404604190222987,-0.021442775426555663,0.7868539396833787,0.8485813515734968,155.3201754385965,168.5,-0.1556889800021914,0.11280342914908008,P0_high_response,F4_KelvinOp
23.0,66,287,14,0.11864406779661017,0.13067235187192977,-0.01383630683001995,0.7079270718587946,0.9079508105348225,155.84322033898306,171.0,-0.14474423907294132,0.1170716254129014,P0_high_response,F4_KelvinOp
24.0,68,287,14,0.11475409836065574,0.1351335347667466,-0.023563679741698117,0.8018312451402311,0.8491903845979629,154.95901639344262,168.5,-0.1529346695410656,0.10580731005766936,P0_high_response,F4_KelvinOp
25.0,71,287,15,0.11811023622047244,0.14189181214979343,-0.02771395992491376,0.8341801603795018,0.832396418306258,153.0511811023622,168.0,-0.15493030297863636,0.09950238312880882,P0_high_response,F4_KelvinOp
26.0,74,287,16,0.12121212121212122,0.14873116760271046,-0.032327092621365974,0.8659602554879868,0.8149745824352169,152.63257575757575,165.5,-0.15975709071027266,0.09510290546754073,P0_high_response,F4_KelvinOp
27.0,77,287,17,0.12408759124087591,0.15565306714632526,-0.037384485780941,0.8957225170125891,0.797206206828064,149.82846715328466,164.0,-0.16595672417416124,0.09118775261227924,P0_high_response,F4_KelvinOp
28.0,80,287,19,0.1347517730496454,0.16265901293761287,-0.03332840541566397,0.8682853374162063,0.8284310264524279,148.16666666666666,162.0,-0.16408814815588468,0.09743133732455676,P0_high_response,F4_KelvinOp
