panel,metric,n_pairs,jarvis_median,mp_median,median_ratio_mp_over_jarvis,mean_log_ratio,median_log_ratio,kendall_tau_raw,kendall_tau_quantile_normalized,top_10pct_threshold_crossings,top_10pct_k
P0,F1_Frobenius,566,0.33168705416165567,0.5014134697026867,1.5939929518667424,0.5079574281736509,0.4662420925382762,0.24947854618068702,0.24947854618068702,96,56
P2,F1_Frobenius,207,0.36424694755069675,0.50398625571969,1.712236356627565,0.3641797004607032,0.5378003269680975,0.191753834607627,0.191753834607627,36,20
P0,F3_Longitudinal,540,0.18379594404490135,0.2767367048414269,1.549187540546983,0.4635026657520372,0.43773062192486534,0.229885689417766,0.229885689417766,94,54
P2,F3_Longitudinal,196,0.2342244994032952,0.3068054195182835,1.6838780113690586,0.36769021169427824,0.5210964043707305,0.1486811806573163,0.1486811806573163,36,19
P0,F4_KelvinOp,566,0.24711571576013208,0.3794639732511873,1.6930140066226538,0.5478211341117766,0.5265041479974546,0.26061123469635855,0.26061123469635855,94,56
P2,F4_KelvinOp,207,0.2648670798721502,0.36292962710227983,1.749412208136752,0.4070836914669234,0.5592798504500307,0.2051690979877105,0.2051690979877105,38,20
