q_percentile,k,n,observed_overlap,observed_jaccard,expected_jaccard,chance_adjusted_jaccard,adj_jaccard_ci95_low,adj_jaccard_ci95_high,hypergeometric_pvalue,overlap_enrichment,mean_rank_displacement_in_union,median_rank_displacement_in_union,panel,metric
20,114,573,35,0.18134715025906736,0.11085023542627534,0.07928575999408782,0.03278386356847277,0.15958730798180612,0.0013811352523759206,1.6359654046894503,205.2642487046632,176.0,P0,F4_KelvinOp
21,120,573,40,0.2,0.11734072027853504,0.09364800395861608,0.03510373627173242,0.1577095324746301,0.0002357620418884925,1.70443814837044,201.73,171.0,P0,F4_KelvinOp
22,126,573,45,0.21739130434782608,0.12390754979930439,0.10670535344426994,0.04266989490980901,0.17005195799499234,4.01141689413262e-05,1.7544637489801005,199.6086956521739,170.0,P0,F4_KelvinOp
23,131,573,49,0.2300469483568075,0.12943920253995603,0.11556659352268737,0.04006202872916958,0.17070557091639493,1.1072680925754834e-05,1.7772586963041224,200.81690140845072,172.0,P0,F4_KelvinOp
24,137,573,52,0.23423423423423423,0.13614953768030674,0.11354360602012199,0.045946019513339244,0.16695516224892606,1.5055158643997259e-05,1.7204188734319505,200.31981981981983,175.5,P0,F4_KelvinOp
25,143,573,54,0.23275862068965517,0.1429401392933665,0.10479837583600593,0.06252530482848408,0.16301719962934777,5.4066288112744586e-05,1.628364305787807,199.08189655172413,177.0,P0,F4_KelvinOp
26,148,573,57,0.2384937238493724,0.14866133274015444,0.10551898388259077,0.05272526208764264,0.175872735075814,4.976779880082748e-05,1.6042754323091952,196.50627615062763,172.0,P0,F4_KelvinOp
27,154,573,63,0.2571428571428571,0.15560287751019589,0.12025145151283637,0.056279351532700105,0.17702792237348128,5.794400330633544e-06,1.6525584954301877,194.84489795918367,170.0,P0,F4_KelvinOp
28,160,573,69,0.2749003984063745,0.16262888566726297,0.13407617102791464,0.058967851351725865,0.19086200931839833,6.552731866692647e-07,1.6903540676581765,193.6414342629482,169.0,P0,F4_KelvinOp
29,166,573,72,0.27692307692307694,0.16974090852766702,0.1290948446048803,0.0721325688776975,0.19061410239023768,1.5436610941655865e-06,1.6314457093761796,191.69230769230768,167.5,P0,F4_KelvinOp
30,171,573,76,0.2857142857142857,0.17573444559908336,0.13342767937832442,0.0714849647634899,0.18179450657581334,7.907899650586801e-07,1.6258297270081468,190.25375939849624,165.0,P0,F4_KelvinOp
31,177,573,79,0.2872727272727273,0.1830083192418814,0.1276199139923859,0.0670189425546513,0.19327096638326496,2.14493430065993e-06,1.5697249636670343,189.98363636363635,165.0,P0,F4_KelvinOp
32,183,573,83,0.29328621908127206,0.1903728151227539,0.12711209045447464,0.07774553040071108,0.17973202220169407,2.464729161936949e-06,1.5405887594410934,188.51060070671377,165.0,P0,F4_KelvinOp
33,189,573,83,0.28135593220338984,0.19782963807008228,0.10412538046451147,0.06697170788402736,0.1957303324316217,7.966331504456383e-05,1.422213248470474,187.62542372881356,165.0,P0,F4_KelvinOp
34,194,573,90,0.30201342281879195,0.20411544453627195,0.12300524945540503,0.06476816961777229,0.20364981007563526,5.280067505325749e-06,1.4796206308882385,186.99161073825502,162.0,P0,F4_KelvinOp
35,200,573,95,0.3114754098360656,0.2117461055962624,0.12651926612458017,0.07370108115856835,0.2127278506654804,3.2733381914922212e-06,1.4709853055335889,186.0311475409836,161.0,P0,F4_KelvinOp
36,206,573,104,0.33766233766233766,0.21947416273996465,0.15142122051623788,0.0820151374590784,0.22089945126888294,5.473186450384396e-08,1.5385060976968101,186.32305194805195,162.0,P0,F4_KelvinOp
37,212,573,113,0.3633440514469453,0.22730149363603225,0.17606162907066927,0.10005699550677642,0.2166891058934739,5.996190821387547e-10,1.5985114995713665,185.9823151125402,163.0,P0,F4_KelvinOp
38,217,573,118,0.37341772151898733,0.23390149173608848,0.18211265036798271,0.1112747819171547,0.22867740305593967,1.991915544285599e-10,1.5964743052614443,185.15348101265823,160.5,P0,F4_KelvinOp
39,223,573,124,0.38509316770186336,0.24191586374086366,0.18886729996425794,0.11273826288177878,0.24140363226398798,5.772582477395915e-11,1.5918475198235404,184.5947204968944,162.0,P0,F4_KelvinOp
40,229,573,127,0.38368580060422963,0.25003509898592313,0.17820927544420892,0.1135317510881584,0.2598443698233316,5.652004218471523e-10,1.5345277609437984,183.91389728096678,161.0,P0,F4_KelvinOp
