q_percentile,k,n,observed_overlap,observed_jaccard,expected_jaccard,chance_adjusted_jaccard,adj_jaccard_ci95_low,adj_jaccard_ci95_high,hypergeometric_pvalue,overlap_enrichment,mean_rank_displacement_in_union,median_rank_displacement_in_union,panel,metric
41,234,573,132,0.39285714285714285,0.256882726086866,0.18297840938921767,0.12880662762481693,0.2525489906524815,2.4808961084997284e-10,1.5293248745900356,183.70982142857142,164.0,P0,F4_KelvinOp
42,240,573,140,0.4117647058823529,0.26519963409964514,0.1994624371248384,0.13383247925160338,0.24590719457639892,9.914453338193974e-12,1.5526594042269226,182.9985294117647,162.0,P0,F4_KelvinOp
43,246,573,143,0.40974212034383956,0.2736274229346693,0.18738964232253494,0.13332842913902723,0.2507003545650049,1.4091512302371646e-10,1.497445380106031,181.35386819484242,160.0,P0,F4_KelvinOp
44,252,573,150,0.423728813559322,0.28216832632827377,0.19720568543174327,0.13743276466936866,0.25486191185422413,2.274465751521683e-11,1.5016880848148677,180.17090395480227,159.0,P0,F4_KelvinOp
45,257,573,155,0.43175487465181056,0.28937380606327734,0.20036000615143587,0.14562649934696925,0.2640455555826363,1.3849386365413909e-11,1.4920316407539622,179.0431754874652,158.0,P0,F4_KelvinOp
46,263,573,159,0.4332425068119891,0.2981280897313316,0.19250580498219014,0.13308169259445798,0.25000115130888667,8.381022067113559e-11,1.4532092806230388,177.8841961852861,157.0,P0,F4_KelvinOp
47,269,573,165,0.44235924932975873,0.3070021521112328,0.1953210931763991,0.13018785353371712,0.270480338292909,5.7853766402989775e-11,1.4408995060382621,177.46782841823057,156.0,P0,F4_KelvinOp
48,275,573,172,0.455026455026455,0.3159984701785904,0.20325683318890284,0.13239946468596214,0.25528845355376545,1.4147457474185763e-11,1.4399641073239728,176.99074074074073,154.0,P0,F4_KelvinOp
49,280,573,175,0.45454545454545453,0.32359062621322854,0.19360291771105417,0.12310395671044143,0.2510942861660073,1.1872184023239283e-10,1.404692898137086,176.312987012987,152.0,P0,F4_KelvinOp
50,286,573,179,0.455470737913486,0.33281774305900164,0.1838373151840743,0.12443952193824051,0.25254657351282694,9.58550371738216e-10,1.3685290144904942,174.5941475826972,143.0,P0,F4_KelvinOp
1,2,207,0,0.0,0.006456857870956645,-0.006498819826907944,-0.006498819826907944,-0.006498819826907944,1.0,0.0,64.5,48.5,P2,F1_Frobenius
2,4,207,0,0.0,0.011122815779594241,-0.011247924370267537,-0.011247924370267537,-0.011247924370267537,1.0,0.0,65.25,48.5,P2,F1_Frobenius
3,6,207,0,0.0,0.01600382210473546,-0.01626411002832055,-0.01626411002832055,-0.01626411002832055,1.0,0.0,61.333333333333336,49.5,P2,F1_Frobenius
4,8,207,0,0.0,0.020966898074285582,-0.02141592356075053,-0.02141592356075053,-0.02141592356075053,1.0,0.0,61.09375,52.0,P2,F1_Frobenius
5,10,207,0,0.0,0.025991658248233813,-0.026685252203782456,-0.026685252203782456,-0.026685252203782456,1.0,0.0,63.15,58.0,P2,F1_Frobenius
6,12,207,0,0.0,0.031072415432779176,-0.03206887276994794,-0.03206887276994794,0.01280368691570197,1.0,0.0,68.125,58.0,P2,F1_Frobenius
7,14,207,0,0.0,0.036207304103381195,-0.03756752282678118,-0.03756752282678118,0.08694057991243258,1.0,0.0,72.53571428571429,65.25,P2,F1_Frobenius
8,16,207,0,0.0,0.04139582470386405,-0.04318343876509392,-0.04318343876509392,0.06473208938301923,1.0,0.0,75.53125,68.0,P2,F1_Frobenius
9,18,207,1,0.02857142857142857,0.04663807212234519,-0.018950456298518267,-0.048919587366121745,0.08314700180931052,0.8195567412940211,0.6126202750507659,79.17142857142858,68.5,P2,F1_Frobenius
10,20,207,2,0.05263157894736842,0.051934439199011924,0.0007353286282939176,-0.05477937533680086,0.1313581614873405,0.6011758696832252,1.0134234577114631,80.60526315789474,70.75,P2,F1_Frobenius
11,22,207,4,0.1,0.05728548595055176,0.0453101266744767,-0.06076652591724811,0.13991903304006909,0.19080125357102973,1.745642868183382,78.725,68.0,P2,F1_Frobenius
12,24,207,4,0.09090909090909091,0.06269187579404333,0.030104524207503144,-0.06688502337174655,0.11604672575760434,0.29561366577394094,1.4500936486211926,81.04545454545455,70.75,P2,F1_Frobenius
13,26,207,5,0.10638297872340426,0.06815434199363612,0.041024644372498704,-0.052097145529704965,0.15147141844255424,0.21027566901230568,1.5609127109368572,79.95744680851064,68.5,P2,F1_Frobenius
14,28,207,6,0.12,0.07367366895097721,0.05001081098122333,-0.04005933021821531,0.12718594819358042,0.1538146686295908,1.628804452237183,79.94,70.75,P2,F1_Frobenius
15,31,207,6,0.10714285714285714,0.08206108652851644,0.027324008434816045,-0.03448103304504445,0.14623307624131196,0.3076989977311177,1.305647556904145,80.46428571428571,70.75,P2,F1_Frobenius
16,33,207,7,0.11864406779661017,0.08772624567645379,0.033890947726630635,-0.043963994214813056,0.12307024485955705,0.2527351772483207,1.3524352590464828,81.66101694915254,73.0,P2,F1_Frobenius
17,35,207,8,0.12903225806451613,0.09345129076599037,0.03924882020800622,-0.05369283621189368,0.14849603038578327,0.21275361656665498,1.380743454765364,81.95161290322581,74.0,P2,F1_Frobenius
18,37,207,8,0.12121212121212122,0.09923714989278395,0.024395956512551137,-0.04673182596830721,0.12642351334984792,0.32777484659942446,1.2214389605412799,82.62121212121212,75.5,P2,F1_Frobenius
19,39,207,8,0.11428571428571428,0.10508477630537333,0.010281351503168308,-0.057022968098185536,0.1270122808117664,0.4606296653379096,1.087557287590386,84.34285714285714,76.5,P2,F1_Frobenius
20,41,207,8,0.10810810810810811,0.11099514776220629,-0.0032474959465417386,-0.06716847082425459,0.12697956481178369,0.5970211502688674,0.9739894967275209,82.71621621621621,75.5,P2,F1_Frobenius
21,43,207,9,0.11688311688311688,0.1169692662424416,-9.75609976315607e-05,-0.062558265606053,0.12688946445585406,0.562921385973256,0.9992634872211119,82.81818181818181,76.0,P2,F1_Frobenius
22,45,207,11,0.13924050632911392,0.12300815790549867,0.018509121344672794,-0.05881421468384563,0.12576700411674321,0.37725863730829173,1.1319615601112065,83.10126582278481,76.0,P2,F1_Frobenius
23,47,207,12,0.14634146341463414,0.12911287323072992,0.019782804974758456,-0.055866141110933416,0.12417397089718735,0.3649143106910911,1.133438206065758,82.7560975609756,76.5,P2,F1_Frobenius
24,49,207,14,0.16666666666666666,0.1352844872914943,0.03629191209589325,-0.053654176108490034,0.17831205136597217,0.2298751165702461,1.231971750815405,83.04761904761905,77.5,P2,F1_Frobenius
25,51,207,16,0.18604651162790697,0.1415241001326649,0.05186215652893968,-0.05246693804156868,0.17427995404039304,0.136501727763057,1.314592436577987,81.24418604651163,76.5,P2,F1_Frobenius
26,53,207,18,0.20454545454545456,0.14783283723031132,0.06655104748558668,-0.0376022040581268,0.15215906514228203,0.07755923258125255,1.383626658174663,81.64772727272727,76.5,P2,F1_Frobenius
27,55,207,20,0.2222222222222222,0.1542118500188111,0.08041064680904281,-0.02387268190333377,0.18362985992231354,0.04271817960442867,1.4410191058282165,80.94444444444444,76.5,P2,F1_Frobenius
28,57,207,22,0.2391304347826087,0.16066231647509882,0.09348813933621261,-0.010898074922041704,0.1783340770338085,0.02305947894601595,1.4884040018162674,80.07608695652173,75.5,P2,F1_Frobenius
29,60,207,24,0.25,0.17047463565771853,0.09586851440683307,-0.006541200789803941,0.2143876230051883,0.02075563413731592,1.4664938220014951,79.20833333333333,75.0,P2,F1_Frobenius
30,62,207,26,0.2653061224489796,0.1771090699615144,0.10717951707565952,-0.008868428293961297,0.1726108054223606,0.011653009255386412,1.4979815686832432,78.85714285714286,75.0,P2,F1_Frobenius
31,64,207,27,0.26732673267326734,0.18381929942755854,0.10231488344081098,-0.025049619574361064,0.1831874164641613,0.015279409233061812,1.4542908905961656,77.07920792079207,73.0,P2,F1_Frobenius
32,66,207,28,0.2692307692307692,0.19060662994319472,0.09713958897644104,-0.0020791926789954034,0.19314730185649728,0.020200685873308335,1.4124942522251527,75.74038461538461,72.5,P2,F1_Frobenius
33,68,207,30,0.2830188679245283,0.19747239794244414,0.10659629620558386,-0.005594750623631843,0.18616043710301464,0.012574950700948849,1.4332072273058525,75.5,72.5,P2,F1_Frobenius
34,70,207,31,0.28440366972477066,0.2044179712589868,0.10053733691340293,-0.00985036664313762,0.19458122999191196,0.017538256416979883,1.3912850615489485,75.12844036697248,72.0,P2,F1_Frobenius
35,72,207,33,0.2972972972972973,0.2114447500158511,0.10887321754965422,0.011279150110502883,0.20288219679716324,0.011552166332481855,1.4060282758262392,74.62162162162163,72.0,P2,F1_Frobenius
36,74,207,35,0.30973451327433627,0.21855416755207283,0.11668159447038752,0.005548285743464499,0.2273634846649544,0.007705032151893097,1.4171979273766937,74.04424778761062,72.0,P2,F1_Frobenius
37,76,207,36,0.3103448275862069,0.2257476913868653,0.10926300801204543,7.58928651348584e-05,0.2015757508180698,0.011793906408569055,1.3747419771144722,73.77586206896552,70.25,P2,F1_Frobenius
38,78,207,37,0.31092436974789917,0.2330268242220785,0.10156488908078326,0.019522424317818674,0.19272160765527702,0.01794688082462166,1.3342857449388874,73.50420168067227,68.5,P2,F1_Frobenius
39,80,207,38,0.3114754098360656,0.24039310498392288,0.09357775096372478,0.012647193014057338,0.19907185471447977,0.02708070970725185,1.2956919453113955,72.63934426229508,66.75,P2,F1_Frobenius
40,82,207,40,0.3225806451612903,0.24784810990510914,0.09935830281135499,0.01820157844930131,0.20456146402142467,0.020892087243907904,1.301525540319001,72.26612903225806,66.75,P2,F1_Frobenius
41,84,207,43,0.344,0.25539345364871047,0.11899780734601119,0.023279165572074507,0.2260728981439743,0.00770142092099507,1.3469413373185608,72.424,67.5,P2,F1_Frobenius
42,86,207,45,0.3543307086614173,0.2630307904751997,0.12388566171589178,0.0019597916902360604,0.23108501774171156,0.006047070674547488,1.3471073406321452,71.48818897637796,66.0,P2,F1_Frobenius
43,89,207,48,0.36923076923076925,0.27466300217769113,0.13037769662515558,0.020944844026553725,0.221718827624795,0.004392223685163109,1.3443047163370705,70.1923076923077,65.0,P2,F1_Frobenius
44,91,207,49,0.3684210526315789,0.2825378300197272,0.11970418261106805,0.024338802393933767,0.2256657161856617,0.008229347176249348,1.3039707022803113,70.15037593984962,64.0,P2,F1_Frobenius
45,93,207,52,0.3880597014925373,0.2905107706055924,0.13749177132711218,0.02727086405596331,0.24573557988117312,0.003126188022578636,1.3357842144151715,69.88059701492537,64.0,P2,F1_Frobenius
46,95,207,54,0.39705882352941174,0.29858367206809533,0.14039472356120664,0.02974092781366548,0.23232249233608704,0.002742314098247372,1.3298075570550894,69.59558823529412,63.5,P2,F1_Frobenius
47,97,207,55,0.39568345323741005,0.30675842940529724,0.12827422301843175,0.04496643940541494,0.23544320441226332,0.005710604344457377,1.2898861622303548,68.31654676258992,62.0,P2,F1_Frobenius
48,99,207,57,0.40425531914893614,0.31503698597261987,0.13025277474726532,0.03328771247246722,0.2539798060087992,0.005316074101740318,1.2831995516363603,68.09929078014184,59.0,P2,F1_Frobenius
49,101,207,60,0.4225352112676056,0.3234213350331762,0.1464927603640731,0.04771560887895272,0.23925197614946977,0.002179198320720279,1.3064543538052689,68.08450704225352,60.5,P2,F1_Frobenius
50,103,207,63,0.4405594405594406,0.3319135213688942,0.16262253864673243,0.04838428895218064,0.290400136453231,0.0008486299355640634,1.327332007272447,67.6923076923077,59.0,P2,F1_Frobenius
1,2,207,0,0.0,0.006456857870956645,-0.006498819826907944,-0.006498819826907944,-0.006498819826907944,1.0,0.0,80.0,73.0,P2,F3_Longitudinal
2,4,207,0,0.0,0.011122815779594241,-0.011247924370267537,-0.011247924370267537,-0.011247924370267537,1.0,0.0,81.5,87.0,P2,F3_Longitudinal
3,6,207,0,0.0,0.01600382210473546,-0.01626411002832055,-0.01626411002832055,-0.01626411002832055,1.0,0.0,71.25,68.0,P2,F3_Longitudinal
4,8,207,0,0.0,0.020966898074285582,-0.02141592356075053,-0.02141592356075053,-0.02141592356075053,1.0,0.0,71.9375,62.0,P2,F3_Longitudinal
5,10,207,0,0.0,0.025991658248233813,-0.026685252203782456,-0.026685252203782456,-0.026685252203782456,1.0,0.0,82.55,70.0,P2,F3_Longitudinal
6,12,207,0,0.0,0.031072415432779176,-0.03206887276994794,-0.03206887276994794,0.01280368691570197,1.0,0.0,84.95833333333333,79.0,P2,F3_Longitudinal
7,14,207,0,0.0,0.036207304103381195,-0.03756752282678118,-0.03756752282678118,0.04224536354450969,1.0,0.0,86.10714285714286,84.25,P2,F3_Longitudinal
8,16,207,1,0.03225806451612903,0.04139582470386405,-0.009532360095252185,-0.04318343876509392,0.02636212381924567,0.7377275030093844,0.7792588925790368,87.80645161290323,86.5,P2,F3_Longitudinal
9,18,207,1,0.02857142857142857,0.04663807212234519,-0.018950456298518267,-0.048919587366121745,0.046436738758071146,0.8195567412940211,0.6126202750507659,85.48571428571428,82.0,P2,F3_Longitudinal
10,20,207,1,0.02564102564102564,0.051934439199011924,-0.027733750328164945,-0.05477937533680086,0.03074327671753435,0.8820379332865877,0.4937191204235334,83.53846153846153,77.0,P2,F3_Longitudinal
11,22,207,1,0.023255813953488372,0.05728548595055176,-0.03609753694242839,-0.06076652591724811,0.016850536954745643,0.9268548351905516,0.40596345771706555,79.88372093023256,76.0,P2,F3_Longitudinal
12,24,207,1,0.02127659574468085,0.06269187579404333,-0.04418534202341151,-0.06688502337174655,0.004887241836898369,0.9570606963073394,0.3393836198900663,79.02127659574468,76.0,P2,F3_Longitudinal
13,26,207,1,0.0196078431372549,0.06815434199363612,-0.052097145529704965,-0.07313908844029907,0.01628916892972585,0.9761829206155198,0.28769763691777367,78.41176470588235,77.0,P2,F3_Longitudinal
14,28,207,2,0.037037037037037035,0.07367366895097721,-0.0395504593639812,-0.07953316933951894,0.02630341588984566,0.9232981139986163,0.5027174235299947,80.31481481481481,77.0,P2,F3_Longitudinal
15,31,207,3,0.05084745762711865,0.08206108652851644,-0.03400403713505656,-0.08939711055300602,0.049253430790103817,0.8835753416223358,0.6196293490392553,82.45762711864407,79.0,P2,F3_Longitudinal
16,33,207,3,0.047619047619047616,0.08772624567645379,-0.043963994214813056,-0.09616219392555371,0.033890947726630635,0.9322114195649773,0.5428141515900848,83.6984126984127,79.0,P2,F3_Longitudinal
17,35,207,4,0.06060606060606061,0.09345129076599037,-0.03623107046027611,-0.08709795330194466,0.08076276007556149,0.888268048275854,0.6485310166322166,86.66666666666667,82.5,P2,F3_Longitudinal
18,37,207,4,0.05714285714285714,0.09923714989278395,-0.04673182596830721,-0.07933205960536728,0.06329396255677054,0.9366099232032595,0.5758212242551748,84.64285714285714,80.5,P2,F3_Longitudinal
19,39,207,6,0.08333333333333333,0.10508477630537333,-0.02430559051419409,-0.08801837844091429,0.066526195475772,0.7968181141714343,0.7930105222013231,84.68055555555556,80.5,P2,F3_Longitudinal
20,41,207,8,0.10810810810810811,0.11099514776220629,-0.0032474959465417386,-0.09673192170519677,0.08756708474568975,0.5970211502688674,0.9739894967275209,83.87837837837837,80.5,P2,F3_Longitudinal
21,43,207,10,0.13157894736842105,0.1169692662424416,0.01654492937500704,-0.09153100208104367,0.10678941942382203,0.39657574954071323,1.1249018788892635,83.38157894736842,80.5,P2,F3_Longitudinal
22,45,207,10,0.125,0.12300815790549867,0.002271220778683934,-0.07353822799232401,0.10675648987786457,0.5371723963223378,1.0161927641907422,81.6625,78.0,P2,F3_Longitudinal
23,47,207,11,0.13253012048192772,0.12911287323072992,0.003923869289324276,-0.0837457527020648,0.08728494148199122,0.5190850739963161,1.0264671303928854,80.92771084337349,77.0,P2,F3_Longitudinal
24,49,207,13,0.15294117647058825,0.1352844872914943,0.0204190730010021,-0.08102907251851975,0.12168376798613058,0.3587133145126887,1.1305152536894307,79.90588235294118,76.0,P2,F3_Longitudinal
25,51,207,14,0.1590909090909091,0.1415241001326649,0.020462786388014957,-0.07902363900586233,0.11925592658750982,0.3580438038372861,1.1241259187783357,78.07954545454545,75.0,P2,F3_Longitudinal
26,53,207,14,0.15217391304347827,0.14783283723031132,0.0050941599287371185,-0.06459921771305106,0.11643957973761751,0.5043263905895388,1.0293647601879135,77.57608695652173,73.5,P2,F3_Longitudinal
27,55,207,14,0.14583333333333334,0.1542118500188111,-0.009906164665069031,-0.07697310387851845,0.13024061176027696,0.6498825084482152,0.9456687881997672,76.8125,71.5,P2,F3_Longitudinal
28,57,207,15,0.15151515151515152,0.16066231647509882,-0.010898074922041704,-0.03839466657117393,0.12629523524594968,0.6576841930306416,0.9430658964676074,75.82828282828282,70.0,P2,F3_Longitudinal
29,60,207,19,0.18811881188118812,0.17047463565771853,0.021270207014657587,-0.059044980009441625,0.14490042292894978,0.3509917435723541,1.1035003017040952,76.41584158415841,71.0,P2,F3_Longitudinal
30,62,207,23,0.22772277227722773,0.1771090699615144,0.06150718214058598,-0.047994685104360946,0.1557364205329482,0.09733113192610236,1.2857770204920145,76.41584158415841,71.0,P2,F3_Longitudinal
31,64,207,24,0.23076923076923078,0.18381929942755854,0.05752394207403232,-0.050187607403221146,0.1836173178239171,0.11406534949258319,1.2554135038479721,75.39423076923077,70.5,P2,F3_Longitudinal
32,66,207,26,0.24528301886792453,0.19060662994319472,0.06755230639076336,-0.027755400345401977,0.210303319278363,0.07773715142456075,1.2868546017576863,74.83962264150944,69.0,P2,F3_Longitudinal
33,68,207,28,0.25925925925925924,0.19747239794244414,0.07699032551454082,-0.03122460183892678,0.18616043710301464,0.0527638321854017,1.3128885958777068,74.4074074074074,69.0,P2,F3_Longitudinal
34,70,207,31,0.28440366972477066,0.2044179712589868,0.10053733691340293,-0.022596404447865277,0.2113308776153719,0.017538256416979883,1.3912850615489485,74.5045871559633,70.0,P2,F3_Longitudinal
35,72,207,34,0.3090909090909091,0.2114447500158511,0.1238291915208488,0.024506184891633302,0.23665241264335576,0.005016817802742871,1.4618046041234785,74.42727272727272,69.0,P2,F3_Longitudinal
36,74,207,37,0.3333333333333333,0.21855416755207283,0.14688051431755375,0.018586502405576844,0.24437988410983333,0.0012523926247180984,1.52517491231968,74.54954954954955,70.0,P2,F3_Longitudinal
37,76,207,40,0.35714285714285715,0.2257476913868653,0.16970587532551376,0.026030207121367697,0.25161443383441945,0.0002763122188970402,1.5820443387428451,73.99107142857143,69.0,P2,F3_Longitudinal
38,78,207,41,0.3565217391304348,0.2330268242220785,0.16101595050322134,0.0323167482077689,0.24140999947220013,0.0005234989028404639,1.5299600821520167,72.96521739130435,66.0,P2,F3_Longitudinal
39,80,207,42,0.3559322033898305,0.24039310498392288,0.15210380417026392,0.025604578932508004,0.23108807951537205,0.000983539547238014,1.480625675239873,72.20338983050847,64.0,P2,F3_Longitudinal
40,82,207,43,0.35537190082644626,0.24784810990510914,0.14295489027857392,0.01820157844930131,0.2373876704102444,0.001827869697907705,1.433829376235726,71.65289256198348,64.0,P2,F3_Longitudinal
41,84,207,43,0.344,0.25539345364871047,0.11899780734601119,0.049244282410969606,0.22648145694585917,0.00770142092099507,1.3469413373185608,70.8,64.0,P2,F3_Longitudinal
42,86,207,43,0.3333333333333333,0.2630307904751997,0.09539413851966062,0.027563700664215287,0.24742873708778496,0.026398579932302622,1.2672787574835738,69.63565891472868,61.0,P2,F3_Longitudinal
43,89,207,46,0.3484848484848485,0.27466300217769113,0.1017759283323392,0.03360051379559826,0.25416239874488555,0.020105159629733454,1.2687724437651013,68.89393939393939,61.0,P2,F3_Longitudinal
44,91,207,49,0.3684210526315789,0.2825378300197272,0.11970418261106805,0.037374357963182385,0.22606837001324526,0.008229347176249348,1.3039707022803113,68.56390977443608,61.0,P2,F3_Longitudinal
45,93,207,53,0.39849624060150374,0.2905107706055924,0.15220170444036699,0.02727086405596331,0.2617089842834862,0.0012752106201505179,1.3717090067635263,68.56390977443608,61.0,P2,F3_Longitudinal
46,95,207,56,0.417910447761194,0.29858367206809533,0.1701226089859192,0.042895574860575963,0.29847157462912255,0.00041537998874197724,1.3996426692276893,68.77611940298507,61.0,P2,F3_Longitudinal
47,97,207,58,0.4264705882352941,0.30675842940529724,0.17268462237095913,0.04496643940541494,0.2676545532940562,0.0003692179185551334,1.3902489625536256,68.1470588235294,60.5,P2,F3_Longitudinal
48,99,207,59,0.4244604316546763,0.31503698597261987,0.15975088207855034,0.060043238462186455,0.2867503670773648,0.0009143585759033867,1.3473352353985717,67.53237410071942,60.0,P2,F3_Longitudinal
49,101,207,62,0.44285714285714284,0.3234213350331762,0.17652907785648725,0.07463463979945106,0.28877005374919285,0.0003203268420132504,1.3692885870120937,67.47142857142858,60.0,P2,F3_Longitudinal
50,103,207,64,0.4507042253521127,0.3319135213688942,0.17780737641423006,0.08908189053755051,0.3078776277268197,0.00031281017948845606,1.357896549358086,67.02816901408451,60.0,P2,F3_Longitudinal
1,2,207,0,0.0,0.006456857870956645,-0.006498819826907944,-0.006498819826907944,-0.006498819826907944,1.0,0.0,69.5,49.0,P2,F4_KelvinOp
2,4,207,0,0.0,0.011122815779594241,-0.011247924370267537,-0.011247924370267537,-0.011247924370267537,1.0,0.0,81.25,79.0,P2,F4_KelvinOp
3,6,207,0,0.0,0.01600382210473546,-0.01626411002832055,-0.01626411002832055,-0.01626411002832055,1.0,0.0,71.58333333333333,60.0,P2,F4_KelvinOp
4,8,207,0,0.0,0.020966898074285582,-0.02141592356075053,-0.02141592356075053,-0.02141592356075053,1.0,0.0,71.0,60.0,P2,F4_KelvinOp
5,10,207,0,0.0,0.025991658248233813,-0.026685252203782456,-0.026685252203782456,0.027350813701679775,1.0,0.0,72.1,60.0,P2,F4_KelvinOp
6,12,207,0,0.0,0.031072415432779176,-0.03206887276994794,-0.03206887276994794,0.06175557020913824,1.0,0.0,73.75,60.0,P2,F4_KelvinOp
7,14,207,0,0.0,0.036207304103381195,-0.03756752282678118,-0.03756752282678118,0.04224536354450969,1.0,0.0,80.14285714285714,61.25,P2,F4_KelvinOp
8,16,207,1,0.03225806451612903,0.04139582470386405,-0.009532360095252185,-0.04318343876509392,0.027321372958340227,0.7377275030093844,0.7792588925790368,84.03225806451613,69.0,P2,F4_KelvinOp
9,18,207,1,0.02857142857142857,0.04663807212234519,-0.018950456298518267,-0.048919587366121745,0.046436738758071146,0.8195567412940211,0.6126202750507659,80.4,62.0,P2,F4_KelvinOp
10,20,207,1,0.02564102564102564,0.051934439199011924,-0.027733750328164945,-0.05477937533680086,0.03153515312544504,0.8820379332865877,0.4937191204235334,82.71794871794872,69.0,P2,F4_KelvinOp
11,22,207,1,0.023255813953488372,0.05728548595055176,-0.03609753694242839,-0.06076652591724811,0.016850536954745643,0.9268548351905516,0.40596345771706555,83.44186046511628,69.0,P2,F4_KelvinOp
12,24,207,1,0.02127659574468085,0.06269187579404333,-0.04418534202341151,-0.06688502337174655,0.030104524207503144,0.9570606963073394,0.3393836198900663,81.82978723404256,69.0,P2,F4_KelvinOp
13,26,207,1,0.0196078431372549,0.06815434199363612,-0.052097145529704965,-0.07313908844029907,0.041024644372498704,0.9761829206155198,0.28769763691777367,79.23529411764706,62.0,P2,F4_KelvinOp
14,28,207,1,0.01818181818181818,0.07367366895097721,-0.059905293533345866,-0.07953316933951894,0.050627687077988905,0.9875441381707155,0.24678855336927016,81.30909090909091,69.0,P2,F4_KelvinOp
15,31,207,2,0.03333333333333333,0.08206108652851644,-0.05308387353457249,-0.08939711055300602,0.049253430790103817,0.9681681170989922,0.4062014621479562,83.21666666666667,79.0,P2,F4_KelvinOp
16,33,207,4,0.06451612903225806,0.08772624567645379,-0.025442052381969598,-0.09616219392555371,0.05503259144348818,0.8175983599271651,0.7354256247349538,83.91935483870968,79.5,P2,F4_KelvinOp
17,35,207,6,0.09375,0.09345129076599037,0.00032950158217314146,-0.07105244393497713,0.10313928318652182,0.5675976121731474,1.0031964163529599,83.703125,79.5,P2,F4_KelvinOp
18,37,207,7,0.1044776119402985,0.09923714989278395,0.005817804372028428,-0.07933205960536728,0.10470151737803636,0.5080863198783669,1.0528074622575956,83.02985074626865,79.0,P2,F4_KelvinOp
19,39,207,9,0.13043478260869565,0.10508477630537333,0.02832671255570521,-0.05741557662919342,0.1060605755512488,0.2930362062141703,1.2412338608368536,83.43478260869566,79.0,P2,F4_KelvinOp
20,41,207,9,0.1232876712328767,0.11099514776220629,0.013827285013943183,-0.06716847082425459,0.12697956481178369,0.42393454460704616,1.110748295925563,83.46575342465754,79.0,P2,F4_KelvinOp
21,43,207,11,0.14666666666666667,0.1169692662424416,0.03363121949091602,-0.062558265606053,0.12688946445585406,0.24978524899413349,1.2538906276685657,81.44,79.0,P2,F4_KelvinOp
22,45,207,12,0.15384615384615385,0.12300815790549867,0.03516337833543063,-0.05917354077480168,0.14480390352458622,0.23812912396155417,1.2506987866962982,81.41025641025641,79.0,P2,F4_KelvinOp
23,47,207,14,0.175,0.12911287323072992,0.05269009652203442,-0.055866141110933416,0.1426366934179221,0.13209273952123207,1.3554031880869688,81.8875,79.0,P2,F4_KelvinOp
24,49,207,15,0.18072289156626506,0.1352844872914943,0.05254722924126373,-0.06749203583224131,0.1589456687382341,0.13290978292715322,1.3358729828118852,81.92771084337349,79.0,P2,F4_KelvinOp
25,51,207,15,0.1724137931034483,0.1415241001326649,0.03598201530824214,-0.06605109295906192,0.1554800779939913,0.2322073453539752,1.2182645425183933,81.0919540229885,79.0,P2,F4_KelvinOp
26,53,207,15,0.16483516483516483,0.14783283723031132,0.019951869008415023,-0.0376022040581268,0.1338609719526124,0.3624765889261332,1.1150104937671277,79.35164835164835,77.0,P2,F4_KelvinOp
27,55,207,17,0.1827956989247312,0.1542118500188111,0.03379551830627541,-0.03755416817755227,0.16541470466703048,0.2486123932866026,1.1853544257619202,79.33333333333333,77.0,P2,F4_KelvinOp
28,57,207,18,0.1875,0.16066231647509882,0.0319748345054556,-0.025283197002891365,0.16059356278794754,0.2626325892852321,1.167044046878664,78.73958333333333,76.0,P2,F4_KelvinOp
29,60,207,21,0.21212121212121213,0.17047463565771853,0.05020530806374384,-0.03329312639219078,0.16138528872517852,0.14708846890920682,1.244297788364905,78.11111111111111,75.0,P2,F4_KelvinOp
30,62,207,23,0.22772277227722773,0.1771090699615144,0.06150718214058598,-0.0224802869085831,0.1726108054223606,0.09733113192610236,1.2857770204920145,77.64356435643565,75.0,P2,F4_KelvinOp
31,64,207,23,0.21904761904761905,0.18381929942755854,0.04316240214373185,-0.024728513890415776,0.16676695731060587,0.1882492361924187,1.1916464687318844,75.46666666666667,69.0,P2,F4_KelvinOp
32,66,207,27,0.2571428571428571,0.19060662994319472,0.08220505586176562,-0.01486940938362453,0.19314730185649728,0.041344081574273814,1.3490761429415743,75.46666666666667,69.0,P2,F4_KelvinOp
33,68,207,29,0.27102803738317754,0.19747239794244414,0.09165496520262754,-0.018521110366997984,0.18574097033015433,0.02686433078430985,1.372485674996321,75.25233644859813,69.0,P2,F4_KelvinOp
34,70,207,32,0.2962962962962963,0.2044179712589868,0.11548567177001776,-0.010169017588255806,0.19458122999191196,0.007893925079861013,1.4494630509805053,74.81481481481481,68.5,P2,F4_KelvinOp
35,72,207,34,0.3090909090909091,0.2114447500158511,0.1238291915208488,0.011279150110502883,0.1868851499747393,0.005016817802742871,1.4618046041234785,74.67272727272727,68.5,P2,F4_KelvinOp
36,74,207,35,0.30973451327433627,0.21855416755207283,0.11668159447038752,0.018586502405576844,0.2110826071586976,0.007705032151893097,1.4171979273766937,74.27433628318585,68.0,P2,F4_KelvinOp
37,76,207,36,0.3103448275862069,0.2257476913868653,0.10926300801204543,0.01294754465074628,0.2015757508180698,0.011793906408569055,1.3747419771144722,73.5,65.0,P2,F4_KelvinOp
38,78,207,38,0.3220338983050847,0.2330268242220785,0.11604978752057217,0.019522424317818674,0.20839101507422672,0.008364593255072042,1.3819606364208998,72.78813559322033,62.0,P2,F4_KelvinOp
