q_percentile,k,n,observed_overlap,observed_jaccard,expected_jaccard,chance_adjusted_jaccard,hypergeometric_pvalue,overlap_enrichment,mean_rank_displacement_in_union,median_rank_displacement_in_union,adj_jaccard_ci95_low,adj_jaccard_ci95_high,panel,attribute
25.0,143,573,89,0.4517766497461929,0.1429401392933665,0.3603441540223284,9.442214877850079e-30,3.1606003182841365,113.56345177664974,83.0,,,P0,dielectric_total_trace
26.0,148,573,91,0.44390243902439025,0.14866133274015444,0.3467963075546789,2.9882562812341192e-28,2.9859979783733577,119.4,90.0,,,P0,dielectric_total_trace
27.0,154,573,93,0.4325581395348837,0.15560287751019589,0.32799171698744384,4.1139262747161154e-26,2.7798852209949674,122.2139534883721,100.0,,,P0,dielectric_total_trace
28.0,160,573,99,0.4479638009049774,0.16262888566726297,0.3407508455376859,8.747843582421129e-28,2.7545155896936215,122.36651583710407,101.0,,,P0,dielectric_total_trace
29.0,166,573,102,0.4434782608695652,0.16974090852766702,0.32970111999191526,1.6383391859671067e-26,2.612677549073447,124.13478260869566,104.0,,,P0,dielectric_total_trace
30.0,171,573,104,0.4369747899159664,0.17573444559908336,0.3169371119805616,5.296503554173544e-25,2.486563111894813,124.61344537815125,104.0,,,P0,dielectric_total_trace
31.0,177,573,106,0.4274193548387097,0.1830083192418814,0.2991597605621023,6.688577907292625e-23,2.335518716358414,125.63709677419355,110.0,,,P0,dielectric_total_trace
32.0,183,573,112,0.4409448818897638,0.1903728151227539,0.30949067848432127,3.766787750225911e-24,2.3162176889879946,125.86614173228347,110.0,,,P0,dielectric_total_trace
33.0,189,573,118,0.45384615384615384,0.19782963807008228,0.3191547929546151,2.451642503290888e-25,2.294126189956311,125.92692307692307,110.5,,,P0,dielectric_total_trace
34.0,194,573,121,0.45318352059925093,0.20411544453627195,0.31294497971236246,1.4657720263638442e-24,2.220231406931673,127.35580524344569,112.0,,,P0,dielectric_total_trace
35.0,200,573,125,0.45454545454545453,0.2117461055962624,0.30802175628051154,6.2748293520715706e-24,2.146653197070548,127.20727272727272,112.0,,,P0,dielectric_total_trace
36.0,206,573,127,0.4456140350877193,0.21947416273996465,0.28972759331273135,1.1023414962945852e-21,2.030371272520527,127.54035087719298,114.0,,,P0,dielectric_total_trace
37.0,212,573,133,0.4570446735395189,0.22730149363603225,0.29732577196838744,1.5634078255015032e-22,2.010742059932805,128.13058419243987,116.0,,,P0,dielectric_total_trace
38.0,217,573,139,0.4711864406779661,0.23390149173608848,0.3097316420568409,5.4871233612989346e-24,2.0144653083683908,127.62372881355932,115.0,,,P0,dielectric_total_trace
39.0,223,573,141,0.46229508196721314,0.24191586374086366,0.2907054872745907,1.3117067245586398e-21,1.9109746455586565,128.0393442622951,116.0,,,P0,dielectric_total_trace
40.0,229,573,145,0.46325878594249204,0.25003509898592313,0.2843115546717655,9.059154080943222e-21,1.8527750216723504,127.51437699680511,115.0,,,P0,dielectric_total_trace
41.0,234,573,151,0.47634069400630913,0.256882726086866,0.2953207732122998,5.435860614170601e-22,1.8543118926775655,126.86750788643533,115.0,,,P0,dielectric_total_trace
42.0,240,573,156,0.48148148148148145,0.26519963409964514,0.29434096309522795,9.053240690700844e-22,1.8155435361595234,127.05246913580247,114.5,,,P0,dielectric_total_trace
43.0,246,573,164,0.5,0.2736274229346693,0.3116480222586522,9.439169551142084e-24,1.8273022295699468,126.8140243902439,114.5,,,P0,dielectric_total_trace
44.0,252,573,170,0.5089820359281437,0.28216832632827377,0.3159706069247577,3.702357964105971e-24,1.803824130621931,126.11676646706587,114.0,,,P0,dielectric_total_trace
45.0,257,573,177,0.5252225519287834,0.28937380606327734,0.33188861862655616,4.791336366196204e-26,1.8150314262166944,125.94658753709199,114.0,,,P0,dielectric_total_trace
46.0,263,573,185,0.5425219941348973,0.2981280897313316,0.3482029994760933,5.258071184655707e-28,1.8197614140412255,125.62463343108504,114.0,,,P0,dielectric_total_trace
47.0,269,573,191,0.5504322766570605,0.3070021521112328,0.3512711118619528,3.072510189766289e-28,1.7929264432570764,125.46685878962536,114.0,,,P0,dielectric_total_trace
48.0,275,573,196,0.5536723163841808,0.3159984701785904,0.34747560618416484,1.467023282250966e-27,1.752136065947617,125.2683615819209,114.5,,,P0,dielectric_total_trace
49.0,280,573,202,0.5642458100558659,0.32359062621322854,0.3557833364954232,1.725218323524325e-28,1.7437025808159807,125.63687150837988,114.5,,,P0,dielectric_total_trace
50.0,286,573,208,0.5714285714285714,0.33281774305900164,0.3576396492670384,1.5737840874098798e-28,1.7169414291931817,125.33516483516483,114.5,,,P0,dielectric_total_trace
1.0,2,207,2,1.0,0.006456857870956645,1.0,4.690211528539936e-05,154.87409200968526,0.0,0.0,,,P2,volume
2.0,4,207,4,1.0,0.011122815779594241,1.0,1.3458282721778873e-08,89.90529195265337,0.0,0.0,,,P2,volume
3.0,6,207,5,0.7142857142857143,0.01600382210473546,0.7096388257061942,1.188422224444259e-08,44.63219533503564,0.42857142857142855,0.0,,,P2,volume
4.0,8,207,8,1.0,0.020966898074285582,1.0,1.3715936590633927e-14,47.69422717929026,0.5,0.0,,,P2,volume
5.0,10,207,10,1.0,0.025991658248233813,1.0,3.1329229307066996e-17,38.473882291367545,0.4,0.0,,,P2,volume
6.0,12,207,12,1.0,0.031072415432779176,1.0,1.0710292832624165e-19,32.182885883569625,0.3333333333333333,0.0,,,P2,volume
7.0,14,207,14,1.0,0.036207304103381195,1.0,5.152718201262485e-22,27.61873673733736,0.2857142857142857,0.0,,,P2,volume
8.0,16,207,16,1.0,0.04139582470386405,1.0,3.337252721024926e-24,24.15702566995014,0.25,0.0,,,P2,volume
9.0,18,207,18,1.0,0.04663807212234519,1.0,2.813996507670508e-26,21.44170962677681,0.2222222222222222,0.0,,,P2,volume
10.0,20,207,20,1.0,0.051934439199011924,1.0,3.009452529873896e-28,19.2550456965178,0.2,0.0,,,P2,volume
11.0,22,207,22,1.0,0.05728548595055176,1.0,3.99737527687235e-30,17.45642868183382,0.18181818181818182,0.0,,,P2,volume
12.0,24,207,24,1.0,0.06269187579404333,1.0,6.482230178711916e-32,15.951030134833118,0.25,0.0,,,P2,volume
13.0,26,207,26,1.0,0.06815434199363612,1.0,1.2650722440889768e-33,14.672579482806459,0.3076923076923077,0.0,,,P2,volume
14.0,28,207,28,1.0,0.07367366895097721,1.0,2.935526754239615e-35,13.57337043530986,0.2857142857142857,0.0,,,P2,volume
15.0,31,207,30,0.9375,0.08206108652851644,0.9319126805904371,7.660809156116649e-34,11.42441612291127,0.40625,0.0,,,P2,volume
16.0,33,207,33,1.0,0.08772624567645379,1.0,4.8131998153564114e-39,11.399097183391783,0.42424242424242425,0.0,,,P2,volume
17.0,35,207,34,0.9444444444444444,0.09345129076599037,0.9387175173383707,1.1456557220460617e-36,10.106275009185374,0.5555555555555556,0.0,,,P2,volume
18.0,37,207,36,0.9473684210526315,0.09923714989278395,0.9415699937657244,5.421067988956148e-38,9.546509770546319,0.6052631578947368,0.0,,,P2,volume
19.0,39,207,37,0.9024390243902439,0.10508477630537333,0.8909829970184449,4.623441969447211e-36,8.58772370383872,0.7560975609756098,0.0,,,P2,volume
20.0,41,207,40,0.9523809523809523,0.11099514776220629,0.9464355593794775,1.7686894784979563e-40,8.580383661647206,0.7619047619047619,0.0,,,P2,volume
21.0,43,207,43,1.0,0.1169692662424416,1.0,1.713253214880066e-45,8.549254279558403,0.7441860465116279,0.0,,,P2,volume
22.0,45,207,43,0.9148936170212766,0.12300815790549867,0.9029564713219389,1.6392552103218057e-39,7.437666188970539,0.8936170212765957,1.0,,,P2,volume
23.0,47,207,46,0.9583333333333334,0.12911287323072992,0.9521560654809109,7.911260424877401e-44,7.422446030000068,0.9583333333333334,1.0,,,P2,volume
24.0,49,207,47,0.9215686274509803,0.1352844872914943,0.9092980623149075,1.4192367684854895e-41,6.812079092744004,1.0392156862745099,1.0,,,P2,volume
25.0,51,207,50,0.9615384615384616,0.1415241001326649,0.9551978821216972,7.954687111548694e-46,6.794167640967963,1.0769230769230769,1.0,,,P2,volume
26.0,53,207,52,0.9629629629629629,0.14783283723031132,0.9565378265495933,9.301360071819676e-47,6.513863773464257,1.0925925925925926,1.0,,,P2,volume
27.0,55,207,55,1.0,0.1542118500188111,1.0,1.4362861021528286e-51,6.484585976226975,1.0909090909090908,1.0,,,P2,volume
28.0,57,207,57,1.0,0.16066231647509882,1.0,1.997483983126451e-52,6.224234916686209,1.0526315789473684,1.0,,,P2,volume
29.0,60,207,59,0.9672131147540983,0.17047463565771853,0.960475126312867,1.0936872277937988e-49,5.673648229382833,1.0819672131147542,1.0,,,P2,volume
30.0,62,207,62,1.0,0.1771090699615144,1.0,2.1848752863956462e-54,5.646238220421455,1.064516129032258,1.0,,,P2,volume
31.0,64,207,62,0.9393939393939394,0.18381929942755854,0.925744310587651,8.639642219227458e-48,5.1104206267750785,1.196969696969697,1.0,,,P2,volume
32.0,66,207,64,0.9411764705882353,0.19060662994319472,0.9273239297628095,1.8879257855875262e-48,4.937795032988769,1.2352941176470589,1.0,,,P2,volume
33.0,68,207,66,0.9428571428571428,0.19747239794244414,0.9287963965396931,4.496676379797355e-49,4.77462750582464,1.4,1.0,,,P2,volume
34.0,70,207,68,0.9444444444444444,0.2044179712589868,0.9301699214555277,1.1659263539963583e-49,4.620163475000361,1.5277777777777777,1.0,,,P2,volume
35.0,72,207,70,0.9459459459459459,0.2114447500158511,0.9314517859653582,3.2871745462893238e-50,4.473726332174397,1.4864864864864864,1.0,,,P2,volume
36.0,74,207,71,0.922077922077922,0.21855416755207283,0.9002847354397141,1.055559226713174e-47,4.218990341871323,1.6233766233766234,1.0,,,P2,volume
37.0,76,207,75,0.974025974025974,0.2257476913868653,0.9664527626394147,1.3720330601971477e-54,4.314666378389577,1.6233766233766234,1.0,,,P2,volume
38.0,78,207,76,0.95,0.2330268242220785,0.9348086718296421,1.2053356534425508e-51,4.076783877441654,1.6875,1.0,,,P2,volume
39.0,80,207,79,0.9753086419753086,0.24039310498392288,0.9674945577947015,1.8899947536194724e-55,4.057140665663168,1.691358024691358,1.0,,,P2,volume
40.0,82,207,80,0.9523809523809523,0.24784810990510914,0.9366895859119092,1.9878896372988487e-52,3.8425992142751455,1.6904761904761905,1.0,,,P2,volume
41.0,84,207,84,1.0,0.25539345364871047,1.0,3.472757298523706e-60,3.91552714336791,1.6904761904761905,1.0,,,P2,volume
42.0,86,207,85,0.9770114942528736,0.2630307904751997,0.9688066944317125,1.7605664524452325e-56,3.714437737451854,1.6666666666666667,1.0,,,P2,volume
43.0,89,207,89,1.0,0.27466300217769113,1.0,6.671219360949239e-61,3.640825273412899,1.6629213483146068,1.0,,,P2,volume
44.0,91,207,91,1.0,0.2825378300197272,1.0,3.957503010732599e-61,3.53934904904656,1.6483516483516483,1.0,,,P2,volume
45.0,93,207,93,1.0,0.2905107706055924,1.0,2.5382605517112516e-61,3.4422131679160186,1.6129032258064515,1.0,,,P2,volume
46.0,95,207,95,1.0,0.29858367206809533,1.0,1.759561149416355e-61,3.3491449585091138,1.6,1.0,,,P2,volume
47.0,97,207,96,0.9795918367346939,0.30675842940529724,0.9705612529153455,1.406408394954384e-57,3.1933656676812343,1.5714285714285714,1.0,,,P2,volume
48.0,99,207,98,0.98,0.31503698597261987,0.9708013431522295,1.1403757780550778e-57,3.1107458604405664,1.57,1.0,,,P2,volume
49.0,101,207,101,1.0,0.3234213350331762,1.0,9.320994634284619e-62,3.09194197067247,1.5643564356435644,1.0,,,P2,volume
50.0,103,207,103,1.0,0.3319135213688942,1.0,8.798415959370544e-62,3.0128329688882527,1.5339805825242718,1.0,,,P2,volume
1.0,2,207,2,1.0,0.006456857870956645,1.0,4.690211528539936e-05,154.87409200968526,0.0,0.0,,,P2,band_gap
2.0,4,207,4,1.0,0.011122815779594241,1.0,1.3458282721778873e-08,89.90529195265337,0.0,0.0,,,P2,band_gap
3.0,6,207,5,0.7142857142857143,0.01600382210473546,0.7096388257061942,1.188422224444259e-08,44.63219533503564,2.857142857142857,0.0,,,P2,band_gap
4.0,8,207,6,0.6,0.020966898074285582,0.5914336305756998,7.587944156607093e-09,28.616536307574155,2.5,0.0,,,P2,band_gap
5.0,10,207,9,0.8181818181818182,0.025991658248233813,0.8133299541447668,6.174991096422902e-14,31.478630965664355,2.6363636363636362,0.0,,,P2,band_gap
6.0,12,207,10,0.7142857142857143,0.031072415432779176,0.7051231792085864,1.3395695264840856e-13,22.987775631121163,2.7857142857142856,1.5,,,P2,band_gap
7.0,14,207,11,0.6470588235294118,0.036207304103381195,0.633799697825842,2.2211769534820627e-13,17.870947300630057,2.7058823529411766,2.0,,,P2,band_gap
8.0,16,207,15,0.8823529411764706,0.04139582470386405,0.8772725366158712,1.0201981568173197e-20,21.315022649956006,2.7058823529411766,2.0,,,P2,band_gap
9.0,18,207,17,0.8947368421052632,0.04663807212234519,0.8895874118561977,9.576030115602735e-23,19.184687560800302,2.763157894736842,2.0,,,P2,band_gap
10.0,20,207,18,0.8181818181818182,0.051934439199011924,0.8082219317569453,9.955362261851275e-22,15.75412829715093,2.6363636363636362,2.0,,,P2,band_gap
11.0,22,207,20,0.8333333333333334,0.05728548595055176,0.823205579013792,1.5732433900809005e-23,14.547023901528183,2.5416666666666665,2.0,,,P2,band_gap
12.0,24,207,24,1.0,0.06269187579404333,1.0,6.482230178711916e-32,15.951030134833118,2.5416666666666665,2.0,,,P2,band_gap
13.0,26,207,26,1.0,0.06815434199363612,1.0,1.2650722440889768e-33,14.672579482806459,2.3461538461538463,1.5,,,P2,band_gap
14.0,28,207,28,1.0,0.07367366895097721,1.0,2.935526754239615e-35,13.57337043530986,2.25,1.0,,,P2,band_gap
15.0,31,207,30,0.9375,0.08206108652851644,0.9319126805904371,7.660809156116649e-34,11.42441612291127,2.03125,1.0,,,P2,band_gap
16.0,33,207,32,0.9411764705882353,0.08772624567645379,0.9355198709455557,2.7642206539591884e-35,10.728562054956972,2.3529411764705883,1.0,,,P2,band_gap
17.0,35,207,33,0.8918918918918919,0.09345129076599037,0.8807476013070998,1.6660796806022283e-33,9.543922663682213,2.4054054054054053,1.0,,,P2,band_gap
18.0,37,207,34,0.85,0.09923714989278395,0.8334744822323147,5.394416930372595e-32,8.565340710795725,2.725,1.5,,,P2,band_gap
19.0,39,207,36,0.8571428571428571,0.10508477630537333,0.8403679599198657,3.1578778708742616e-33,8.156679656927896,2.8333333333333335,1.5,,,P2,band_gap
20.0,41,207,38,0.8636363636363636,0.11099514776220629,0.8466109200412312,2.0765802788377225e-34,7.780847911357354,2.8181818181818183,1.5,,,P2,band_gap
21.0,43,207,41,0.9111111111111111,0.1169692662424416,0.899336585363637,2.0690189825413077e-38,7.789320565819878,2.9555555555555557,2.0,,,P2,band_gap
22.0,45,207,42,0.875,0.12300815790549867,0.8574673172540977,1.2540515187464293e-36,7.113349349335196,3.2916666666666665,2.0,,,P2,band_gap
23.0,47,207,45,0.9183673469387755,0.12911287323072992,0.9062649446156621,1.4471727567485132e-40,7.112903027861645,3.2448979591836733,2.0,,,P2,band_gap
24.0,49,207,47,0.9215686274509803,0.1352844872914943,0.9092980623149075,1.4192367684854895e-41,6.812079092744004,3.2058823529411766,2.0,,,P2,band_gap
25.0,51,207,48,0.8888888888888888,0.1415241001326649,0.8705716594626806,1.2936072941058165e-39,6.28083053031705,3.185185185185185,2.0,,,P2,band_gap
26.0,53,207,52,0.9629629629629629,0.14783283723031132,0.9565378265495933,9.301360071819676e-47,6.513863773464257,3.185185185185185,2.0,,,P2,band_gap
27.0,55,207,53,0.9298245614035088,0.1542118500188111,0.9170295320429211,2.4488995460934296e-44,6.02952731122859,3.4035087719298245,2.0,,,P2,band_gap
28.0,57,207,55,0.9322033898305084,0.16066231647509882,0.9192260618101031,3.56428065697949e-45,5.802252888436296,3.389830508474576,2.0,,,P2,band_gap
29.0,60,207,59,0.9672131147540983,0.17047463565771853,0.960475126312867,1.0936872277937988e-49,5.673648229382833,3.2950819672131146,2.0,,,P2,band_gap
30.0,62,207,61,0.9682539682539683,0.1771090699615144,0.9614213371575903,1.964421369998325e-50,5.466992562630297,3.3333333333333335,2.0,,,P2,band_gap
31.0,64,207,63,0.9692307692307692,0.18381929942755854,0.9623009576829612,3.8617143303353215e-51,5.272736716161482,3.2615384615384615,2.0,,,P2,band_gap
32.0,66,207,65,0.9701492537313433,0.19060662994319472,0.9631196061482915,8.295819720255846e-52,5.089798051728162,3.1641791044776117,2.0,,,P2,band_gap
33.0,68,207,66,0.9428571428571428,0.19747239794244414,0.9287963965396931,4.496676379797355e-49,4.77462750582464,3.1142857142857143,1.75,,,P2,band_gap
34.0,70,207,69,0.971830985915493,0.2044179712589868,0.9645931996112536,4.968248314847496e-53,4.754136732353313,3.112676056338028,2.0,,,P2,band_gap
35.0,72,207,71,0.9726027397260274,0.2114447500158511,0.9652563846673734,1.3815980629675654e-53,4.599796115311993,3.219178082191781,2.0,,,P2,band_gap
36.0,74,207,72,0.9473684210526315,0.21855416755207283,0.9326484616566489,1.0066701873284838e-50,4.334707645540143,3.1710526315789473,2.0,,,P2,band_gap
37.0,76,207,75,0.974025974025974,0.2257476913868653,0.9664527626394147,1.3720330601971477e-54,4.314666378389577,3.142857142857143,2.0,,,P2,band_gap
38.0,78,207,76,0.95,0.2330268242220785,0.9348086718296421,1.2053356534425508e-51,4.076783877441654,3.1625,2.0,,,P2,band_gap
39.0,80,207,77,0.927710843373494,0.24039310498392288,0.904833464386897,5.0993928397949784e-49,3.8591408161874603,3.1566265060240966,2.0,,,P2,band_gap
40.0,82,207,80,0.9523809523809523,0.24784810990510914,0.9366895859119092,1.9878896372988487e-52,3.8425992142751455,3.1785714285714284,2.0,,,P2,band_gap
41.0,84,207,83,0.9764705882352941,0.25539345364871047,0.9684002082979201,3.588400116564545e-56,3.8233970929357235,3.152941176470588,2.0,,,P2,band_gap
42.0,86,207,84,0.9545454545454546,0.2630307904751997,0.9383223276263406,4.4907736331931005e-53,3.6290255327938703,3.1818181818181817,2.0,,,P2,band_gap
43.0,89,207,87,0.9560439560439561,0.27466300217769113,0.9393991426219621,1.8040745692259332e-53,3.480788997658486,3.1538461538461537,2.0,,,P2,band_gap
44.0,91,207,89,0.956989247311828,0.2825378300197272,0.9400515393175997,1.0813563146838074e-53,3.387118982420901,3.139784946236559,2.0,,,P2,band_gap
45.0,93,207,92,0.9787234042553191,0.2905107706055924,0.9700113900772789,2.691317662979442e-57,3.3689745898752523,3.127659574468085,2.0,,,P2,band_gap
46.0,95,207,94,0.9791666666666666,0.29858367206809533,0.9702981916677652,1.8723490190939434e-57,3.2793711052068404,3.1145833333333335,2.0,,,P2,band_gap
47.0,97,207,95,0.9595959595959596,0.30675842940529724,0.9417172279940172,3.680225988004281e-54,3.128181225390603,3.1616161616161618,2.0,,,P2,band_gap
48.0,99,207,97,0.9603960396039604,0.31503698597261987,0.9421808775291676,2.9903559029843084e-54,3.0485183720219733,3.267326732673267,2.0,,,P2,band_gap
49.0,101,207,98,0.9423076923076923,0.3234213350331762,0.9147293423815889,2.999331274119627e-51,2.9135607031336734,3.269230769230769,2.0,,,P2,band_gap
50.0,103,207,100,0.9433962264150944,0.3319135213688942,0.9152747804432662,2.836030394606423e-51,2.842295253668163,3.330188679245283,2.0,,,P2,band_gap
1.0,2,207,1,0.3333333333333333,0.006456857870956645,0.32900078678206135,0.01927676938229914,51.62469733656175,0.6666666666666666,1.0,,,P2,energy_above_hull
2.0,4,207,3,0.6,0.011122815779594241,0.5955008302518929,1.0941583852806224e-05,53.94317517159202,1.6,1.0,,,P2,energy_above_hull
3.0,6,207,3,0.3333333333333333,0.01600382210473546,0.32249059331445296,0.0002655361289422159,20.82835782301663,2.3333333333333335,3.0,,,P2,energy_above_hull
4.0,8,207,7,0.7777777777777778,0.020966898074285582,0.7730186836531666,2.1849486988879845e-11,37.09551002833687,2.3333333333333335,3.0,,,P2,energy_above_hull
5.0,10,207,9,0.8181818181818182,0.025991658248233813,0.8133299541447668,6.174991096422902e-14,31.478630965664355,15.409090909090908,3.0,,,P2,energy_above_hull
6.0,12,207,10,0.7142857142857143,0.031072415432779176,0.7051231792085864,1.3395695264840856e-13,22.987775631121163,22.428571428571427,3.0,,,P2,energy_above_hull
7.0,14,207,12,0.75,0.036207304103381195,0.7406081192933047,8.701658015100222e-16,20.71405255300302,20.125,3.0,,,P2,energy_above_hull
8.0,16,207,12,0.6,0.04139582470386405,0.5827266244939624,3.284727832503805e-13,14.494215401970084,24.375,3.0,,,P2,energy_above_hull
9.0,18,207,14,0.6363636363636364,0.04663807212234519,0.6185746955032284,4.4596303742533126e-15,13.644724307948877,23.15909090909091,3.0,,,P2,energy_above_hull
10.0,20,207,16,0.6666666666666666,0.051934439199011924,0.648406874887733,7.22996029407183e-17,12.836697131011867,22.270833333333332,3.0,,,P2,energy_above_hull
11.0,22,207,16,0.5714285714285714,0.05728548595055176,0.5453857746068936,1.54824073858722e-14,9.975102103905039,24.928571428571427,4.0,,,P2,energy_above_hull
12.0,24,207,18,0.6,0.06269187579404333,0.5732459906513013,4.234491140760644e-16,9.570618080899871,27.816666666666666,5.0,,,P2,energy_above_hull
13.0,26,207,19,0.5757575757575758,0.06815434199363612,0.5447288715707823,9.475965872076729e-16,8.447848793130992,30.303030303030305,5.0,,,P2,energy_above_hull
14.0,28,207,19,0.5135135135135135,0.07367366895097721,0.47482170140239616,8.799731476428565e-14,6.970109142456414,34.45945945945946,5.0,,,P2,energy_above_hull
15.0,31,207,22,0.55,0.08206108652851644,0.5097713002511473,1.0483771300532158e-15,6.702324125441279,39.55,6.5,,,P2,energy_above_hull
16.0,33,207,23,0.5348837209302325,0.08772624567645379,0.4901571191043936,2.4615864569779643e-15,6.09719151669793,40.68604651162791,8.0,,,P2,energy_above_hull
17.0,35,207,25,0.5555555555555556,0.09345129076599037,0.5097401387069662,1.7110790734431437e-16,5.944867652461985,41.75555555555555,9.0,,,P2,energy_above_hull
18.0,37,207,25,0.5102040816326531,0.09923714989278395,0.45624320728919104,1.3518051615814658e-14,5.141260930849775,39.06122448979592,9.0,,,P2,energy_above_hull
19.0,39,207,26,0.5,0.10508477630537333,0.4412878597195305,3.1850763573552605e-14,4.758063133207939,37.96153846153846,9.0,,,P2,energy_above_hull
20.0,41,207,29,0.5471698113207547,0.11099514776220629,0.49063248919352254,1.2882035236488161e-16,4.929673254663348,39.5,9.0,,,P2,energy_above_hull
21.0,43,207,31,0.5636363636363636,0.1169692662424416,0.5058341463305821,1.4166981228181518e-17,4.818670593932917,38.71818181818182,10.0,,,P2,energy_above_hull
22.0,45,207,32,0.5517241379310345,0.12300815790549867,0.48884831015262625,4.9718836740247e-17,4.485264614359139,40.41379310344828,10.0,,,P2,energy_above_hull
23.0,47,207,34,0.5666666666666667,0.12911287323072992,0.5024230810014726,6.703995072328517e-18,4.388924609043518,39.71666666666667,10.0,,,P2,energy_above_hull
24.0,49,207,34,0.53125,0.1352844872914943,0.45791420055393994,5.895267122668287e-16,3.9269099557241036,39.8359375,11.5,,,P2,energy_above_hull
25.0,51,207,35,0.5223880597014925,0.1415241001326649,0.4436513123171944,2.0026868854725584e-15,3.691159733301997,38.76865671641791,13.0,,,P2,energy_above_hull
26.0,53,207,37,0.5362318840579711,0.14783283723031132,0.4557780020123007,3.793275782796761e-16,3.6272853454240765,37.789855072463766,10.0,,,P2,energy_above_hull
27.0,55,207,40,0.5714285714285714,0.1542118500188111,0.4932874992621256,3.559692293742289e-18,3.7054777007011284,37.26428571428571,10.0,,,P2,energy_above_hull
28.0,57,207,41,0.5616438356164384,0.16066231647509882,0.47773563252559886,1.6591333092191514e-17,3.495803172385405,37.465753424657535,10.0,,,P2,energy_above_hull
29.0,60,207,44,0.5789473684210527,0.17047463565771853,0.49241741159681857,1.888455589944887e-18,3.3960909562139885,37.00657894736842,11.5,,,P2,energy_above_hull
30.0,62,207,44,0.55,0.1771090699615144,0.45314745420884145,1.7853195310913722e-16,3.1054310212318,37.9,13.5,,,P2,energy_above_hull
31.0,64,207,46,0.5609756097560976,0.18381929942755854,0.46209903035444777,5.1381266499027675e-17,3.0517775418743387,38.25,14.0,,,P2,energy_above_hull
32.0,66,207,47,0.5529411764705883,0.19060662994319472,0.44766186619735227,2.5943478439431376e-16,2.900954581880902,38.27647058823529,14.0,,,P2,energy_above_hull
33.0,68,207,49,0.5632183908045977,0.19747239794244414,0.45574257125167755,8.660435341537119e-17,2.852137294492949,37.48850574712644,14.0,,,P2,energy_above_hull
34.0,70,207,53,0.6091954022988506,0.2044179712589868,0.5087815164457813,8.992871654605992e-20,2.980146014300436,37.48850574712644,14.0,,,P2,energy_above_hull
35.0,72,207,54,0.6,0.2114447500158511,0.4927432161436493,6.558403910920761e-19,2.837620702122046,37.522222222222226,14.0,,,P2,energy_above_hull
36.0,74,207,56,0.6086956521739131,0.21855416755207283,0.4992559540559556,2.5745943040926775e-19,2.785102013801155,37.08695652173913,14.0,,,P2,energy_above_hull
37.0,76,207,57,0.6,0.2257476913868653,0.48337254464698626,1.9663382364416376e-18,2.6578344890879797,37.01578947368421,14.0,,,P2,energy_above_hull
38.0,78,207,59,0.6082474226804123,0.2330268242220785,0.48922258340750585,8.87696131316023e-19,2.610203459240994,36.53092783505155,14.0,,,P2,energy_above_hull
39.0,80,207,60,0.6,0.24039310498392288,0.4734118362741639,7.064687093626286e-18,2.4959118525472146,37.75,14.5,,,P2,energy_above_hull
40.0,82,207,61,0.5922330097087378,0.24784810990510914,0.4578661628573204,5.4283436625184183e-17,2.3894998026633307,37.577669902912625,14.0,,,P2,energy_above_hull
41.0,84,207,64,0.6153846153846154,0.25539345364871047,0.4834649433313856,1.996927188095713e-18,2.409555165149483,37.23557692307692,14.0,,,P2,energy_above_hull
42.0,86,207,67,0.638095238095238,0.2630307904751997,0.5089282466249586,6.738600448949474e-20,2.4259336214685554,37.01428571428571,14.0,,,P2,energy_above_hull
43.0,89,207,69,0.6330275229357798,0.27466300217769113,0.49406623656867404,5.731512125040804e-19,2.3047426042705506,36.57798165137615,14.0,,,P2,energy_above_hull
44.0,91,207,71,0.6396396396396397,0.2825378300197272,0.4977291132015103,3.8560298284040973e-19,2.263907950291043,36.04504504504504,14.0,,,P2,energy_above_hull
45.0,93,207,74,0.6607142857142857,0.2905107706055924,0.5217887739108945,1.5544619805576e-20,2.274319414515941,35.848214285714285,14.0,,,P2,energy_above_hull
46.0,95,207,76,0.6666666666666666,0.29858367206809533,0.5247710666842443,1.169969187215858e-20,2.2327633056727425,35.421052631578945,14.0,,,P2,energy_above_hull
47.0,97,207,78,0.6724137931034483,0.30675842940529724,0.5274573528308042,9.349126884341747e-21,2.1919977697337787,35.00431034482759,13.75,,,P2,energy_above_hull
48.0,99,207,80,0.6779661016949152,0.31503698597261987,0.5298521355020024,7.931485389357525e-21,2.152020657516822,35.03389830508475,13.75,,,P2,energy_above_hull
49.0,101,207,82,0.6833333333333333,0.3234213350331762,0.5319588348500548,7.143536420719785e-21,2.1128270132928546,35.045833333333334,13.75,,,P2,energy_above_hull
50.0,103,207,85,0.7024793388429752,0.3319135213688942,0.5546674410075804,3.351891855087441e-22,2.116452912028938,34.80578512396694,13.5,,,P2,energy_above_hull
1.0,2,207,2,1.0,0.006456857870956645,1.0,4.690211528539936e-05,154.87409200968526,1.0,1.0,,,P2,dielectric_total_trace
2.0,4,207,3,0.6,0.011122815779594241,0.5955008302518929,1.0941583852806224e-05,53.94317517159202,25.8,1.0,,,P2,dielectric_total_trace
3.0,6,207,3,0.3333333333333333,0.01600382210473546,0.32249059331445296,0.0002655361289422159,20.82835782301663,31.666666666666668,9.0,,,P2,dielectric_total_trace
