panel,metric,eval_mode,strategy,budget_factor,is_primary,coverage_upper_bound,baseline_strategy,n_groups,paired_diff_recall,paired_diff_recall_ci95_low,paired_diff_recall_ci95_high,material_paired_diff_recall,material_paired_diff_recall_ci95_low,material_paired_diff_recall_ci95_high
P0,F3_Longitudinal,full_panel,minimax_oracle,2.0,False,False,jarvis_only,496,0.010080645161290322,-0.018145161290322582,0.04233870967741935,0.3508771929824562,0.18181818181818177,0.4545454545454546
P0,F3_Longitudinal,cv_mean,jarvis_only,1.0,True,False,max_fold_baseline,5,0.0,0.0,0.0,,,
P0,F3_Longitudinal,cv_mean,mp_only,1.0,True,False,max_fold_baseline,5,0.0,0.0,0.0,,,
P0,F3_Longitudinal,cv_mean,average_percentile,1.0,True,False,max_fold_baseline,5,0.23554778554778552,0.15524475524475523,0.292517482517482,,,
P0,F3_Longitudinal,cv_mean,borda_count,1.0,True,False,max_fold_baseline,5,0.23554778554778552,0.15524475524475523,0.292517482517482,,,
P0,F3_Longitudinal,cv_mean,maximin_percentile,1.0,True,False,max_fold_baseline,5,0.1729215229215229,0.11717171717171718,0.22867132867132867,,,
P0,F3_Longitudinal,cv_mean,intersection_first,1.0,True,False,max_fold_baseline,5,0.23554778554778552,0.15524475524475523,0.292517482517482,,,
P0,F3_Longitudinal,cv_mean,balanced_union,1.0,True,False,max_fold_baseline,5,0.36383061383061377,0.29452214452214454,0.42223484848484844,,,
P0,F3_Longitudinal,cv_mean,disagreement_abstention,1.0,True,False,max_fold_baseline,5,0.23554778554778552,0.15524475524475523,0.292517482517482,,,
P0,F3_Longitudinal,cv_mean,minimax_oracle,1.0,True,False,max_fold_baseline,5,0.2857808857808858,0.23030303030303031,0.3282051282051282,,,
P0,F4_KelvinOp,full_panel,jarvis_only,1.0,True,False,jarvis_only,496,0.0,0.0,0.0,0.0,0.0,0.0
P0,F4_KelvinOp,full_panel,mp_only,1.0,True,False,jarvis_only,496,0.016129032258064516,-0.020161290322580645,0.05040322580645161,0.0,-0.10526315789473684,0.11320754716981132
P0,F4_KelvinOp,full_panel,average_percentile,1.0,True,False,jarvis_only,496,0.014112903225806451,-0.014112903225806451,0.04032258064516129,0.2982456140350877,0.14285714285714288,0.375
P0,F4_KelvinOp,full_panel,borda_count,1.0,True,False,jarvis_only,496,0.014112903225806451,-0.014112903225806451,0.04032258064516129,0.2982456140350877,0.14285714285714288,0.375
P0,F4_KelvinOp,full_panel,maximin_percentile,1.0,True,False,jarvis_only,496,0.012096774193548387,-0.018145161290322582,0.04233870967741935,0.19298245614035087,0.0632936507936508,0.3035714285714286
P0,F4_KelvinOp,full_panel,intersection_first,1.0,True,False,jarvis_only,496,0.014112903225806451,-0.014112903225806451,0.04032258064516129,0.2982456140350877,0.14285714285714288,0.375
P0,F4_KelvinOp,full_panel,balanced_union,1.0,True,False,jarvis_only,496,0.014112903225806451,-0.008114919354838707,0.038306451612903226,0.4210526315789474,0.22807017543859648,0.4909090909090909
P0,F4_KelvinOp,full_panel,disagreement_abstention,1.0,True,False,jarvis_only,496,0.014112903225806451,-0.014112903225806451,0.04032258064516129,0.2982456140350877,0.14285714285714288,0.375
P0,F4_KelvinOp,full_panel,minimax_oracle,1.0,True,False,jarvis_only,496,0.014112903225806451,-0.014112903225806451,0.04032258064516129,0.2982456140350877,0.14285714285714288,0.375
P0,F4_KelvinOp,full_panel,jarvis_only,1.5,False,False,jarvis_only,496,0.0,0.0,0.0,0.0,0.0,0.0
P0,F4_KelvinOp,full_panel,mp_only,1.5,False,False,jarvis_only,496,0.008064516129032258,-0.03225806451612903,0.04838709677419355,-0.05263157894736842,-0.19642857142857142,0.10719155844155819
P0,F4_KelvinOp,full_panel,average_percentile,1.5,False,False,jarvis_only,496,0.010080645161290322,-0.020161290322580645,0.04032258064516129,0.2631578947368421,0.10340444184687315,0.37499999999999994
P0,F4_KelvinOp,full_panel,borda_count,1.5,False,False,jarvis_only,496,0.010080645161290322,-0.020161290322580645,0.04032258064516129,0.2631578947368421,0.10340444184687315,0.37499999999999994
P0,F4_KelvinOp,full_panel,maximin_percentile,1.5,False,False,jarvis_only,496,0.010080645161290322,-0.024193548387096774,0.04435483870967742,0.15789473684210525,0.0,0.2631827209533266
P0,F4_KelvinOp,full_panel,intersection_first,1.5,False,False,jarvis_only,496,0.010080645161290322,-0.020161290322580645,0.04032258064516129,0.2631578947368421,0.10340444184687315,0.37499999999999994
P0,F4_KelvinOp,full_panel,balanced_union,1.5,False,False,jarvis_only,496,0.006048387096774193,-0.02217741935483871,0.034274193548387094,0.5263157894736843,0.31578947368421056,0.6181818181818182
P0,F4_KelvinOp,full_panel,disagreement_abstention,1.5,False,False,jarvis_only,496,0.010080645161290322,-0.020161290322580645,0.04032258064516129,0.2631578947368421,0.10340444184687315,0.37499999999999994
P0,F4_KelvinOp,full_panel,minimax_oracle,1.5,False,False,jarvis_only,496,0.010080645161290322,-0.020161290322580645,0.04032258064516129,0.28070175438596495,0.10344827586206895,0.3859649122807018
P0,F4_KelvinOp,full_panel,jarvis_only,2.0,False,False,jarvis_only,496,0.0,0.0,0.0,0.0,0.0,0.0
P0,F4_KelvinOp,full_panel,mp_only,2.0,False,False,jarvis_only,496,0.008064516129032258,-0.038306451612903226,0.056451612903225805,-0.017543859649122806,-0.16666666666666663,0.15789473684210525
P0,F4_KelvinOp,full_panel,average_percentile,2.0,False,False,jarvis_only,496,0.012096774193548387,-0.02217741935483871,0.04838709677419355,0.2631578947368421,0.08620689655172414,0.4
P0,F4_KelvinOp,full_panel,borda_count,2.0,False,False,jarvis_only,496,0.012096774193548387,-0.02217741935483871,0.04838709677419355,0.2631578947368421,0.08620689655172414,0.4
P0,F4_KelvinOp,full_panel,maximin_percentile,2.0,False,False,jarvis_only,496,0.008064516129032258,-0.03024193548387097,0.046370967741935484,0.19298245614035087,0.017857142857142905,0.309090909090909
P0,F4_KelvinOp,full_panel,intersection_first,2.0,False,False,jarvis_only,496,0.012096774193548387,-0.02217741935483871,0.04838709677419355,0.2631578947368421,0.08620689655172414,0.4
P0,F4_KelvinOp,full_panel,balanced_union,2.0,False,True,jarvis_only,496,-0.006048387096774193,-0.04032258064516129,0.028225806451612902,0.6666666666666667,0.4426229508196721,0.7678571428571428
P0,F4_KelvinOp,full_panel,disagreement_abstention,2.0,False,False,jarvis_only,496,0.012096774193548387,-0.02217741935483871,0.04838709677419355,0.2631578947368421,0.08620689655172414,0.4
P0,F4_KelvinOp,full_panel,minimax_oracle,2.0,False,False,jarvis_only,496,0.010080645161290322,-0.02424395161290322,0.046370967741935484,0.31578947368421056,0.1509198113207547,0.4211195361284564
P0,F4_KelvinOp,cv_mean,jarvis_only,1.0,True,False,max_fold_baseline,5,0.0,0.0,0.0,,,
P0,F4_KelvinOp,cv_mean,mp_only,1.0,True,False,max_fold_baseline,5,0.0,0.0,0.0,,,
P0,F4_KelvinOp,cv_mean,average_percentile,1.0,True,False,max_fold_baseline,5,0.21888111888111889,0.14918414918414918,0.2885780885780886,,,
P0,F4_KelvinOp,cv_mean,borda_count,1.0,True,False,max_fold_baseline,5,0.21888111888111889,0.14918414918414918,0.2885780885780886,,,
P0,F4_KelvinOp,cv_mean,maximin_percentile,1.0,True,False,max_fold_baseline,5,0.1464257964257964,0.10046620046620044,0.19238539238539237,,,
P0,F4_KelvinOp,cv_mean,intersection_first,1.0,True,False,max_fold_baseline,5,0.21888111888111889,0.14918414918414918,0.2885780885780886,,,
P0,F4_KelvinOp,cv_mean,balanced_union,1.0,True,False,max_fold_baseline,5,0.356993006993007,0.3291375291375291,0.3893939393939394,,,
P0,F4_KelvinOp,cv_mean,disagreement_abstention,1.0,True,False,max_fold_baseline,5,0.21888111888111889,0.14918414918414918,0.2885780885780886,,,
P0,F4_KelvinOp,cv_mean,minimax_oracle,1.0,True,False,max_fold_baseline,5,0.27039627039627046,0.21958041958041957,0.3212121212121213,,,
P2,F1_Frobenius,full_panel,jarvis_only,1.0,True,False,jarvis_only,187,0.0,0.0,0.0,0.0,0.0,0.0
P2,F1_Frobenius,full_panel,mp_only,1.0,True,False,jarvis_only,187,0.0213903743315508,-0.03208556149732621,0.08021390374331551,0.0,-0.1,0.3
P2,F1_Frobenius,full_panel,average_percentile,1.0,True,False,jarvis_only,187,0.026737967914438502,-0.016042780748663103,0.06951871657754011,0.30000000000000004,0.09999999999999998,0.5238095238095237
P2,F1_Frobenius,full_panel,borda_count,1.0,True,False,jarvis_only,187,0.026737967914438502,-0.016042780748663103,0.06951871657754011,0.30000000000000004,0.09999999999999998,0.5238095238095237
P2,F1_Frobenius,full_panel,maximin_percentile,1.0,True,False,jarvis_only,187,0.0213903743315508,-0.026737967914438502,0.06951871657754011,0.19999999999999998,0.047619047619047616,0.4291071428571399
P2,F1_Frobenius,full_panel,intersection_first,1.0,True,False,jarvis_only,187,0.026737967914438502,-0.016042780748663103,0.06951871657754011,0.30000000000000004,0.09999999999999998,0.5238095238095237
P2,F1_Frobenius,full_panel,balanced_union,1.0,True,False,jarvis_only,187,0.0213903743315508,-0.016042780748663103,0.058823529411764705,0.35,0.14285714285714285,0.631578947368421
P2,F1_Frobenius,full_panel,disagreement_abstention,1.0,True,False,jarvis_only,187,0.026737967914438502,-0.016042780748663103,0.06951871657754011,0.30000000000000004,0.09999999999999998,0.5238095238095237
P2,F1_Frobenius,full_panel,minimax_oracle,1.0,True,False,jarvis_only,187,0.026737967914438502,-0.016042780748663103,0.06951871657754011,0.35,0.13636363636363635,0.5005952380952349
P2,F1_Frobenius,full_panel,jarvis_only,1.5,False,False,jarvis_only,187,0.0,0.0,0.0,0.0,0.0,0.0
