panel,metric,eval_mode,fold,strategy,budget_factor,is_primary,coverage_upper_bound,target_k,budget,n,disagreement_lambda,worst_source_recall,worst_source_ndcg,worst_source_normalized_utility,minimax_recall_regret,minimax_ndcg_regret,portfolio_size,portfolio_coverage,paired_diff_recall,paired_diff_recall_ci95_low,paired_diff_recall_ci95_high,material_paired_diff_recall,material_paired_diff_recall_ci95_low,material_paired_diff_recall_ci95_high,full_proc_delta_j_recall,full_proc_delta_j_recall_ci95_low,full_proc_delta_j_recall_ci95_high,full_proc_delta_m_recall,full_proc_delta_m_recall_ci95_low,full_proc_delta_m_recall_ci95_high,full_proc_delta_best_recall,full_proc_delta_best_recall_ci95_low,full_proc_delta_best_recall_ci95_high,baseline_strategy,n_test,paired_diff_ndcg,pareto_efficient
P0,F3_Longitudinal,full_panel,,borda_count,1.5,False,False,57.0,86.0,573.0,,0.5087719298245614,0.9063908056372508,0.5087719298245614,0.49122807017543857,0.09360919436274917,86,0.15008726003490402,0.014112903225806451,-0.018145161290322582,0.046370967741935484,0.26315789473684215,0.10709586466165409,0.3962345478204294,0.26315789473684215,0.13553672316384177,0.4035087719298246,0.31578947368421056,0.1817809239940387,0.41379310344827586,0.26315789473684215,0.1295707070707071,0.3793103448275862,jarvis_only,,,False
P0,F3_Longitudinal,full_panel,,maximin_percentile,1.5,False,False,57.0,86.0,573.0,,0.42105263157894735,0.8928913388071565,0.42105263157894735,0.5789473684210527,0.10710866119284346,86,0.15008726003490402,0.014112903225806451,-0.020161290322580645,0.04838709677419355,0.17543859649122806,0.018173701298701307,0.2909090909090909,0.17543859649122806,0.05357142857142855,0.29828947368421027,0.22807017543859648,0.08768148820326678,0.3090909090909091,0.17543859649122806,0.05260889292196007,0.2679067460317458,jarvis_only,,,False
P0,F3_Longitudinal,full_panel,,intersection_first,1.5,False,False,57.0,86.0,573.0,,0.5087719298245614,0.9063908056372508,0.5087719298245614,0.49122807017543857,0.09360919436274917,86,0.15008726003490402,0.014112903225806451,-0.018145161290322582,0.046370967741935484,0.26315789473684215,0.10709586466165409,0.3962345478204294,0.26315789473684215,0.13553672316384177,0.4035087719298246,0.31578947368421056,0.1817809239940387,0.41379310344827586,0.26315789473684215,0.1295707070707071,0.3793103448275862,jarvis_only,,,False
P0,F3_Longitudinal,full_panel,,balanced_union,1.5,False,False,57.0,86.0,573.0,,0.7543859649122807,0.8626590152216678,0.7543859649122807,0.24561403508771928,0.13734098477833223,86,0.15008726003490402,0.006048387096774193,-0.024193548387096774,0.038306451612903226,0.5087719298245614,0.2931034482758621,0.6363636363636365,0.5087719298245614,0.42366190900981265,0.6379310344827587,0.5614035087719298,0.4482758620689655,0.6545454545454545,0.5087719298245614,0.4181818181818182,0.6166666666666667,jarvis_only,,,True
P0,F3_Longitudinal,full_panel,,disagreement_abstention,1.5,False,False,57.0,86.0,573.0,0.0,0.5087719298245614,0.9063908056372508,0.5087719298245614,0.49122807017543857,0.09360919436274917,86,0.15008726003490402,0.014112903225806451,-0.018145161290322582,0.046370967741935484,0.26315789473684215,0.10709586466165409,0.3962345478204294,0.26315789473684215,0.13553672316384177,0.4035087719298246,0.31578947368421056,0.1817809239940387,0.41379310344827586,0.26315789473684215,0.1295707070707071,0.3793103448275862,jarvis_only,,,False
P0,F3_Longitudinal,full_panel,,minimax_oracle,1.5,False,False,57.0,86.0,573.0,,0.5789473684210527,0.8960019664568024,0.5789473684210527,0.42105263157894735,0.10399803354319759,86,0.15008726003490402,0.014112903225806451,-0.016129032258064516,0.046370967741935484,0.33333333333333337,0.15517241379310343,0.423728813559322,0.33333333333333337,0.24561403508771934,0.4642857142857143,0.3859649122807018,0.2768965517241379,0.47556162720097067,0.33333333333333337,0.24074074074074076,0.4385964912280702,jarvis_only,,,False
P0,F3_Longitudinal,full_panel,,jarvis_only,2.0,False,False,57.0,114.0,573.0,,0.3333333333333333,0.7118546610670355,0.3333333333333333,0.6666666666666667,0.28814533893296446,114,0.19895287958115182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,-0.15796522556390977,0.14035087719298245,0.0,-0.15796522556390977,0.0,jarvis_only,,,False
P0,F3_Longitudinal,full_panel,,mp_only,2.0,False,False,57.0,114.0,573.0,,0.3157894736842105,0.7307496878854723,0.3157894736842105,0.6842105263157895,0.26925031211452766,114,0.19895287958115182,0.008064516129032258,-0.036290322580645164,0.05241935483870968,-0.017543859649122806,-0.15789473684210525,0.18973835450695664,-0.017543859649122806,-0.14035087719298245,0.15796522556390938,0.0,0.0,0.0,-0.017543859649122806,-0.14035087719298245,0.0,jarvis_only,,,False
P0,F3_Longitudinal,full_panel,,average_percentile,2.0,False,False,57.0,114.0,573.0,,0.5964912280701754,0.899609251030365,0.5964912280701754,0.4035087719298246,0.10039074896963496,114,0.19895287958115182,0.010080645161290322,-0.02217741935483871,0.04435483870967742,0.2631578947368421,0.10526315789473684,0.4363636363636364,0.2631578947368421,0.12280701754385964,0.4151715265866205,0.2807017543859649,0.1607142857142857,0.3833991228070172,0.2631578947368421,0.11864406779661019,0.35714285714285715,jarvis_only,,,False
P0,F3_Longitudinal,full_panel,,borda_count,2.0,False,False,57.0,114.0,573.0,,0.5964912280701754,0.899609251030365,0.5964912280701754,0.4035087719298246,0.10039074896963496,114,0.19895287958115182,0.010080645161290322,-0.02217741935483871,0.04435483870967742,0.2631578947368421,0.10526315789473684,0.4363636363636364,0.2631578947368421,0.12280701754385964,0.4151715265866205,0.2807017543859649,0.1607142857142857,0.3833991228070172,0.2631578947368421,0.11864406779661019,0.3571428571428571,jarvis_only,,,False
