panel,metric,n,absolute_difference_mean,absolute_difference_median,absolute_difference_q95,symmetric_relative_difference_median,symmetric_relative_difference_q95,log10_abs_ratio_median,log10_abs_ratio_q05,log10_abs_ratio_q95
P0,F1_Frobenius,573,1.0737563610052137,0.32786717030984885,2.694141571805921,0.9120549021371991,1.8897583248438319,-0.20248636802039865,-1.2811059784970813,0.9326613405258075
P0,F3_Longitudinal,573,0.6208905107095556,0.19834671573511964,1.5358785650626559,1.0112107095365945,2.0,-0.19010399366204755,-1.3472738551872365,1.0463826773638514
P0,F4_KelvinOp,573,0.8624269229246996,0.2698460979504055,2.1356246658287943,0.9174731897846392,1.887770366692017,-0.22865784617446752,-1.2920567742429352,0.905273594503343
P2,F1_Frobenius,207,0.763899248456069,0.4440524491879928,2.802399275325897,1.033353178409919,1.8157964253156382,-0.2335637143680094,-1.2320390981009202,1.0620595440045453
P2,F3_Longitudinal,207,0.4560630394458561,0.24046001715951146,1.5474261160145428,1.0694595920830887,1.9837973438207526,-0.22630929295783378,-1.3032043808061116,1.1624232498682772
P2,F4_KelvinOp,207,0.57412928646584,0.3400618012989979,2.1994656073213874,1.010231403034497,1.812989839339009,-0.24289215289012425,-1.228882875090968,1.0264418375874786
