analysis,panel,distance_metric,threshold_quantile,threshold_value,metric,n,tau,rho,nAUCC,n_excluded,boundary_count,nonidentical_space_group_count
continuous_threshold,P2,max_distance,0.95,0.011205012636869936,F3_Longitudinal,196,0.2126780857272527,0.3126600892807433,0.03344648833922398,11,0,0
continuous_threshold,P2,max_distance,0.95,0.011205012636869936,F4_KelvinOp,196,0.20645802805107805,0.2913797884751468,0.03723223477142417,11,0,0
continuous_threshold,P2,max_distance,1.0,0.018881218774078258,F1_Frobenius,207,0.191753834607627,0.2669622405892357,0.060232288789580576,0,1,0
continuous_threshold,P2,max_distance,1.0,0.018881218774078258,F3_Longitudinal,207,0.21515646248778617,0.3138496663955457,0.043279956848819176,0,1,0
continuous_threshold,P2,max_distance,1.0,0.018881218774078258,F4_KelvinOp,207,0.2051690979877105,0.28950708065055125,0.04593413088143092,0,1,0
continuous_threshold,P2,lattice_distance,0.5,0.0008110877009157266,F1_Frobenius,104,0.1572068707991038,0.2215512642697109,0.039190309463508086,103,1,0
continuous_threshold,P2,lattice_distance,0.5,0.0008110877009157266,F3_Longitudinal,104,0.16749136474826454,0.23860620560792656,0.03833580622169539,103,1,0
continuous_threshold,P2,lattice_distance,0.5,0.0008110877009157266,F4_KelvinOp,104,0.18147871545929797,0.25761229062199936,0.02921311991656195,103,1,0
continuous_threshold,P2,lattice_distance,0.55,0.0009584155148950425,F1_Frobenius,114,0.15385809656885577,0.2155930418582046,0.04248660275434715,93,0,0
continuous_threshold,P2,lattice_distance,0.55,0.0009584155148950425,F3_Longitudinal,114,0.17051013740020712,0.24303876421902,0.03596560222585234,93,0,0
continuous_threshold,P2,lattice_distance,0.55,0.0009584155148950425,F4_KelvinOp,114,0.17310976556435337,0.2428909904619186,0.026482294745231377,93,0,0
continuous_threshold,P2,lattice_distance,0.6,0.001128575991256116,F1_Frobenius,124,0.16129032258064516,0.21905271439811178,0.04447757953458622,83,0,0
continuous_threshold,P2,lattice_distance,0.6,0.001128575991256116,F3_Longitudinal,124,0.19465783534986866,0.2747185136314203,0.040703249314023825,83,0,0
continuous_threshold,P2,lattice_distance,0.6,0.001128575991256116,F4_KelvinOp,124,0.18332022029897715,0.24941620771046424,0.03368277910793398,83,0,0
continuous_threshold,P2,lattice_distance,0.65,0.0013159434968296722,F1_Frobenius,134,0.16866793850297385,0.23032955523136198,0.0499869762996459,73,0,0
continuous_threshold,P2,lattice_distance,0.65,0.0013159434968296722,F3_Longitudinal,134,0.20493244977741565,0.2934780176097156,0.03959677949047291,73,0,0
continuous_threshold,P2,lattice_distance,0.65,0.0013159434968296722,F4_KelvinOp,134,0.1908876669285153,0.2589433783463634,0.03662468561465863,73,0,0
continuous_threshold,P2,lattice_distance,0.7,0.001593334474409963,F1_Frobenius,145,0.16839080459770114,0.23210911667453946,0.04627456402569096,62,0,0
continuous_threshold,P2,lattice_distance,0.7,0.001593334474409963,F3_Longitudinal,145,0.21273757909498991,0.3045953265873913,0.0369472837829156,62,0,0
continuous_threshold,P2,lattice_distance,0.7,0.001593334474409963,F4_KelvinOp,145,0.19157088122605365,0.2643008974964573,0.03455835984183993,62,0,0
