q_percentile,n,k,observed_overlap,min_overlap,max_overlap,expected_jaccard,observed_jaccard,min_jaccard,max_jaccard,observed_adjusted_jaccard,min_adjusted_jaccard,max_adjusted_jaccard,bounds_exact,tie_ambiguous,left_cutoff_score,left_next_score,left_absolute_gap,left_relative_gap,left_tie_block_size,left_optional_needed,right_cutoff_score,right_next_score,right_absolute_gap,right_relative_gap,right_tie_block_size,right_optional_needed,hypergeometric_pvalue,panel,metric
20.0,573,114,42,42,42,0.11085023542627534,0.22580645161290322,0.22580645161290322,0.22580645161290322,0.12928779916141583,0.12928779916141583,0.12928779916141583,True,False,0.4581999999999944,0.4553299999999821,0.002870000000012307,0.0062636403317598045,1,1,0.826687622099852,0.8133800000000001,0.013307622099851923,0.016097521898355643,2,2,1.4228223889112773e-06,P0,F3_Longitudinal
21.0,573,120,44,44,44,0.11734072027853504,0.22448979591836735,0.22448979591836735,0.22448979591836735,0.12139347322518905,0.12139347322518905,0.12139347322518905,True,False,0.4407799999999699,0.4384299999999915,0.002349999999978425,0.005331457870090715,1,1,0.7671022086614873,0.7638532434645466,0.003248965196940623,0.0042353745827557005,1,1,4.6752829191135155e-06,P0,F3_Longitudinal
22.0,573,126,48,48,48,0.12390754979930439,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.12714019830012,0.12714019830012,0.12714019830012,True,False,0.4347660640008565,0.4347660640008564,1.1102230246251565e-16,2.553610128648333e-16,1,1,0.7364916084927177,0.733343575992933,0.003148032499784681,0.004274363025299572,1,1,1.8817392142996204e-06,P0,F3_Longitudinal
23.0,573,131,48,48,48,0.12943920253995603,0.22429906542056074,0.22429906542056074,0.22429906542056074,0.10896408746795021,0.10896408746795021,0.10896408746795021,True,False,0.4255714869808187,0.4210602292697826,0.00451125771103611,0.010600469836550493,1,1,0.6942975484244991,0.6897113915409655,0.0045861568835335875,0.006605463167687255,1,1,2.9124628989422603e-05,P0,F3_Longitudinal
24.0,573,137,55,55,55,0.13614953768030674,0.2511415525114155,0.2511415525114155,0.2511415525114155,0.1331156488847865,0.1331156488847865,0.1331156488847865,True,False,0.41211999999998805,0.4116137497791183,0.0005062502208697528,0.001228404884183654,1,1,0.6682600000000001,0.6640168466055131,0.004243153394486998,0.006349554656102411,1,1,7.10751338316505e-07,P0,F3_Longitudinal
25.0,573,143,57,57,57,0.1429401392933665,0.24890829694323144,0.24890829694323144,0.24890829694323144,0.1236414893616599,0.1236414893616599,0.1236414893616599,True,False,0.39534201831989135,0.39315443239118086,0.0021875859287104893,0.005533401023263867,1,1,0.6457431820778275,0.6348825144893707,0.01086066758845683,0.016818865285592528,1,1,3.275461019585738e-06,P0,F3_Longitudinal
26.0,573,148,60,60,60,0.14866133274015444,0.2542372881355932,0.2542372881355932,0.2542372881355932,0.12401169999155563,0.12401169999155563,0.12401169999155563,True,False,0.380109999999982,0.3781699999999835,0.0019399999999984985,0.005103785746227645,1,1,0.6053799999999969,0.6051246661394408,0.0002553338605560951,0.0004217745227065585,1,1,3.140463328393166e-06,P0,F3_Longitudinal
27.0,573,154,66,66,66,0.15560287751019589,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.13870771476781182,0.13870771476781182,0.13870771476781182,True,False,0.37132959895817286,0.3707599999999826,0.0005695989581902539,0.0015339443981529045,1,1,0.587058775896737,0.586137598645465,0.000921177251272054,0.0015691397336918237,1,1,2.917514338618799e-07,P0,F3_Longitudinal
28.0,573,160,67,67,67,0.16262888566726297,0.2648221343873518,0.2648221343873518,0.2648221343873518,0.12204057074684502,0.12204057074684502,0.12204057074684502,True,False,0.3539272620186021,0.3497356990642854,0.004191562954316663,0.011843006753450822,1,1,0.574455054729459,0.5717299999999985,0.0027250547294604965,0.0047437213878183514,1,1,4.542179758675091e-06,P0,F3_Longitudinal
29.0,573,166,72,72,72,0.16974090852766702,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.1290948446048803,0.1290948446048803,0.1290948446048803,True,False,0.32563999999997095,0.315365542183222,0.01027445781674896,0.031551584009181545,1,1,0.5569870201798193,0.5561799999999991,0.0008070201798201504,0.0014489030275061162,1,1,1.5436610941655865e-06,P0,F3_Longitudinal
30.0,573,171,75,75,75,0.17573444559908336,0.2808988764044944,0.2808988764044944,0.2808988764044944,0.12758561878986374,0.12758561878986374,0.12758561878986374,True,False,0.31163578210567283,0.3093943374415072,0.0022414446641656482,0.0071925138025568415,1,1,0.5412735753688636,0.5410999999999995,0.0001735753688640873,0.0003206795542268996,1,1,2.0467267187912507e-06,P0,F3_Longitudinal
31.0,573,177,80,80,80,0.1830083192418814,0.291970802919708,0.291970802919708,0.291970802919708,0.13337037113611247,0.13337037113611247,0.13337037113611247,True,False,0.2995799999999606,0.2992999999999678,0.000279999999992786,0.0009346418318740331,1,1,0.5363899999996845,0.5296801889542813,0.006709811045403247,0.012509202344203272,1,1,8.423936761479223e-07,P0,F3_Longitudinal
32.0,573,183,85,85,85,0.1903728151227539,0.302491103202847,0.302491103202847,0.302491103202847,0.1384813778172385,0.1384813778172385,0.1384813778172385,True,False,0.2946099999999437,0.29273999999987144,0.0018700000000722583,0.0063473744953416915,1,1,0.5117969128963947,0.5100699999999984,0.001726912896396371,0.0033742151483941393,2,2,3.813040227131897e-07,P0,F3_Longitudinal
33.0,573,189,89,89,89,0.19782963807008228,0.3079584775086505,0.3079584775086505,0.3079584775086505,0.1372885918816703,0.1372885918816703,0.1372885918816703,True,False,0.280423494516417,0.277119999999044,0.0033034945173729957,0.011780377115226332,1,1,0.4982900155573421,0.49206408742493435,0.006225928132407743,0.012494587364838093,1,1,4.986412275933432e-07,P0,F3_Longitudinal
34.0,573,194,92,92,92,0.20411544453627195,0.3108108108108108,0.3108108108108108,0.3108108108108108,0.13405884753269523,0.13405884753269523,0.13405884753269523,True,False,0.27345348138831965,0.27339651913908697,5.696224923268378e-05,0.00020830690815668978,1,1,0.47868245664791326,0.4665376205788676,0.01214483606904565,0.02537138326332811,1,1,9.048702130504752e-07,P0,F3_Longitudinal
35.0,573,200,98,98,98,0.2117461055962624,0.32450331125827814,0.32450331125827814,0.32450331125827814,0.1430468107579845,0.1430468107579845,0.1430468107579845,True,False,0.2681587888999686,0.2663942962105316,0.0017644926894369584,0.0065800293053052536,1,1,0.46122687031466125,0.46071396780793494,0.0005129025067263093,0.001112039518374967,1,1,2.1624993398459543e-07,P0,F3_Longitudinal
36.0,573,206,103,103,103,0.21947416273996465,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14587495398366426,0.14587495398366426,0.14587495398366426,True,False,0.2621816208845408,0.262101090629323,8.053025521775892e-05,0.0003071544639401811,1,1,0.4354099999999754,0.43467999999999024,0.0007299999999851314,0.00167658069402442,1,1,1.4489954894510929e-07,P0,F3_Longitudinal
37.0,573,212,111,111,111,0.22730149363603225,0.3546325878594249,0.3546325878594249,0.3546325878594249,0.16478755060957154,0.16478755060957154,0.16478755060957154,True,False,0.2530499999998576,0.2522031937923746,0.0008468062074830085,0.0033463987650009285,1,1,0.42494980501608665,0.4222799999999977,0.002669805016088933,0.006282636171554112,1,1,5.25196761060614e-09,P0,F3_Longitudinal
38.0,573,217,118,118,118,0.23390149173608848,0.37341772151898733,0.37341772151898733,0.37341772151898733,0.18211265036798271,0.18211265036798271,0.18211265036798271,True,False,0.24521717333245785,0.24475953811387852,0.0004576352185793331,0.001866244571536943,1,1,0.41696919263311105,0.41658131323108033,0.0003878794020307219,0.0009302351561785883,1,1,1.991915544285599e-10,P0,F3_Longitudinal
39.0,573,223,123,123,123,0.24191586374086366,0.38080495356037153,0.38080495356037153,0.38080495356037153,0.18321065324605515,0.18321065324605515,0.18321065324605515,True,False,0.23879999999993234,0.2378225513960234,0.0009774486039089425,0.004093168358078808,1,1,0.40328999999999476,0.4028350720778332,0.0004549279221615632,0.001128041662727985,2,2,1.8225158785578445e-10,P0,F3_Longitudinal
40.0,573,229,128,128,128,0.25003509898592313,0.3878787878787879,0.3878787878787879,0.3878787878787879,0.18380018679071145,0.18380018679071145,0.18380018679071145,True,False,0.23346999999993262,0.23346999999990048,3.214095656289828e-14,1.37666323565801e-13,1,1,0.3879699999999939,0.3871750123704735,0.0007949876295203495,0.0020490956247141844,1,1,1.862599477965283e-10,P0,F3_Longitudinal
41.0,573,234,132,132,132,0.256882726086866,0.39285714285714285,0.39285714285714285,0.39285714285714285,0.18297840938921767,0.18297840938921767,0.18297840938921767,True,False,0.22263593379357094,0.22089421299094242,0.0017417208026285214,0.007823179182941118,1,1,0.3824060262968468,0.3797055078411624,0.002700518455684364,0.0070619139604982525,1,1,2.4808961084997284e-10,P0,F3_Longitudinal
42.0,573,240,139,139,139,0.26519963409964514,0.40762463343108507,0.40762463343108507,0.40762463343108507,0.19382815515738866,0.19382815515738866,0.19382815515738866,True,False,0.21400065077464797,0.2116799999998983,0.0023206507747496607,0.01084412952179948,1,1,0.3649600100512552,0.3611980264086123,0.0037619836426429076,0.01030793385312153,1,1,3.213261673114365e-11,P0,F3_Longitudinal
43.0,573,246,143,143,143,0.2736274229346693,0.40974212034383956,0.40974212034383956,0.40974212034383956,0.18738964232253494,0.18738964232253494,0.18738964232253494,True,False,0.20532056035090843,0.20519250640687042,0.00012805394403800352,0.0006236781344213634,1,1,0.35140000860568016,0.35130994079829087,9.006780738929354e-05,0.0002563113408752422,1,1,1.4091512302371646e-10,P0,F3_Longitudinal
44.0,573,252,150,150,150,0.28216832632827377,0.423728813559322,0.423728813559322,0.423728813559322,0.19720568543174327,0.19720568543174327,0.19720568543174327,True,False,0.20364767786659824,0.20324341716872088,0.00040426069787735663,0.0019850984902571403,1,1,0.33686999999998324,0.3335599999999897,0.0033099999999935403,0.009825748805158385,1,1,2.274465751521683e-11,P0,F3_Longitudinal
45.0,573,257,156,156,156,0.28937380606327734,0.43575418994413406,0.43575418994413406,0.43575418994413406,0.20598788101229362,0.20598788101229362,0.20598788101229362,True,False,0.2002413067628543,0.20014589949509493,9.540726775936204e-05,0.0004764614719197415,1,1,0.32816500401655124,0.32579239613530636,0.0023726078812448814,0.0072299235208066765,1,1,4.240283930886864e-12,P0,F3_Longitudinal
46.0,573,263,163,163,163,0.2981280897313316,0.4490358126721763,0.4490358126721763,0.4490358126721763,0.21500749742653041,0.21500749742653041,0.21500749742653041,True,False,0.1930699999998403,0.19225641718772138,0.0008135828121189348,0.0042139266179085704,1,1,0.3068299999999814,0.3067808390365856,4.916096339580012e-05,0.0001602221536218854,1,1,7.534444006211157e-13,P0,F3_Longitudinal
47.0,573,269,167,167,167,0.3070021521112328,0.4501347708894879,0.4501347708894879,0.4501347708894879,0.20654121685126683,0.20654121685126683,0.20654121685126683,True,False,0.18538999999995467,0.18481046575531487,0.0005795342446398011,0.0031260275346024205,1,1,0.285125132641021,0.28493427184629183,0.00019086079472918627,0.0006693930940471822,1,1,5.741512093203811e-12,P0,F3_Longitudinal
48.0,573,275,174,174,174,0.3159984701785904,0.4627659574468085,0.4627659574468085,0.4627659574468085,0.21457186989996727,0.21457186989996727,0.21457186989996727,True,False,0.18213997786047179,0.17986035087293992,0.0022796269875318687,0.012515796994760676,1,1,0.27593999999995367,0.275500000000006,0.00043999999994764893,0.001594549539565568,1,1,1.3094654316773093e-12,P0,F3_Longitudinal
49.0,573,280,179,179,179,0.32359062621322854,0.46981627296587924,0.46981627296587924,0.46981627296587924,0.21617921397811127,0.21617921397811127,0.21617921397811127,True,False,0.17854501188543873,0.17832638327885897,0.00021862860657975713,0.0012245013415442688,1,1,0.2706458299359587,0.2694900104642327,0.001155819471725994,0.004270597747615356,1,1,1.1336665816818519e-12,P0,F3_Longitudinal
50.0,573,286,183,183,183,0.33281774305900164,0.4704370179948586,0.4704370179948586,0.4704370179948586,0.20626938666929684,0.20626938666929684,0.20626938666929684,True,False,0.16931403094073685,0.16689300429000248,0.002421026650734376,0.014299031434564223,1,1,0.25893389772793035,0.2585143565323191,0.0004195411956112727,0.0016202637016343733,1,1,1.15374027711972e-11,P0,F3_Longitudinal
1.0,573,5,0,0,0,0.0048647682070274215,0.0,0.0,0.0,-0.004888549869008643,-0.004888549869008643,-0.004888549869008643,True,False,1.5738782735650176,1.5444484893320334,0.029429784232984257,0.01869889477940525,1,1,10.172073716428086,9.44184974954288,0.7302239668852053,0.07178712888266629,1,1,1.0,P0,F4_KelvinOp
2.0,573,11,0,0,0,0.010144239897062002,0.0,0.0,0.0,-0.010248200097362744,-0.010248200097362744,-0.010248200097362744,True,False,1.3971722889464993,1.3643699606778215,0.032802328268677794,0.02347765449414368,1,1,3.78886425074424,3.58434126781555,0.20452298292868987,0.05398002393158208,1,1,1.0,P0,F4_KelvinOp
3.0,573,17,0,0,0,0.015500234329753358,0.0,0.0,0.0,-0.015744274270294834,-0.015744274270294834,-0.015744274270294834,True,False,1.2918790951862116,1.27754971891508,0.014329376271131622,0.011091886481115467,1,1,3.2090061365164138,3.110861414994244,0.09814472152216958,0.030584148906836337,1,1,1.0,P0,F4_KelvinOp
4.0,573,22,0,0,0,0.02001050598232266,0.0,0.0,0.0,-0.020419102556176693,-0.020419102556176693,-0.020419102556176693,True,False,1.2519184139551587,1.2402170408037456,0.011701373151413064,0.009346753766841059,1,1,2.8894928663694595,2.6426878526704694,0.2468050136989901,0.08541464717616398,1,1,1.0,P0,F4_KelvinOp
5.0,573,28,0,0,0,0.025477572909264095,0.0,0.0,0.0,-0.026143649649318874,-0.026143649649318874,-0.026143649649318874,True,False,1.1978254432094853,1.1929789153208032,0.004846527888682006,0.004046105312052891,1,1,2.3500200665485482,2.331450133897218,0.018569932651330223,0.007902031525459995,1,1,1.0,P0,F4_KelvinOp
6.0,573,34,2,2,2,0.031004428935034415,0.030303030303030304,0.030303030303030304,0.030303030303030304,-0.000723840905932362,-0.000723840905932362,-0.000723840905932362,True,False,1.0670794598341775,1.0624420808684114,0.0046373789657661035,0.004345860960051414,1,1,2.1577999824010554,2.095161104855663,0.06263887754539255,0.029029047203759914,1,1,0.61515108602871,P0,F4_KelvinOp
7.0,573,40,2,2,2,0.03659167305736104,0.02564102564102564,0.02564102564102564,0.02564102564102564,-0.011366569200296517,-0.011366569200296517,-0.011366569200296517,True,False,1.0330122966354274,0.9994100913538947,0.03360220528153268,0.032528369111361734,1,1,1.975077167327898,1.9287185985000508,0.04635856882784717,0.023471775986639624,1,1,0.7893552550834071,P0,F4_KelvinOp
8.0,573,45,4,4,4,0.041294420937402626,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.00544192824524438,0.00544192824524438,0.00544192824524438,True,False,0.9634995404254223,0.9620894864824167,0.0014100539430056402,0.0014634713187128734,1,1,1.880502742480398,1.8447077780776013,0.035794964402796614,0.01903478447236018,1,1,0.4795287179350617,P0,F4_KelvinOp
9.0,573,51,7,7,7,0.046994555952628414,0.07368421052631578,0.07368421052631578,0.07368421052631578,0.028005773461626405,0.028005773461626405,0.028005773461626405,True,False,0.9501252397447403,0.9490756997205227,0.0010495400242175323,0.0011046333475989974,1,1,1.6703818312060121,1.6700031613443131,0.0003786698616989881,0.00022669658794455952,1,1,0.15527433057773457,P0,F4_KelvinOp
10.0,573,57,9,9,9,0.05275760760908707,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.03479223308620452,0.03479223308620452,0.03479223308620452,True,False,0.925565029806118,0.9110323253196407,0.014532704486477255,0.015701440761565377,1,1,1.6043333626307208,1.6004597912475023,0.0038735713832185326,0.002414442953967377,1,1,0.09792859132644674,P0,F4_KelvinOp
11.0,573,63,12,12,12,0.05858458404020633,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.04958339651464139,0.04958339651464139,0.04958339651464139,True,False,0.8818006035380108,0.8815968539530978,0.00020374958491298223,0.00023106083631093752,1,1,1.5332114525074485,1.5300078570386488,0.0032035954687996693,0.002089467479231542,1,1,0.031330145861704996,P0,F4_KelvinOp
12.0,573,68,14,14,14,0.06348998130614933,0.11475409836065574,0.11475409836065574,0.11475409836065574,0.05473952870894474,0.05473952870894474,0.05473952870894474,True,True,0.8475565584961088,0.8355672416987157,0.011989316797393124,0.014145742460735342,1,1,1.4670832742554183,1.4670832742554183,0.0,0.0,2,1,0.019621626725187958,P0,F4_KelvinOp
13.0,573,74,16,16,16,0.06943688706444504,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.055638605730186315,0.055638605730186315,0.055638605730186315,True,False,0.792595991032001,0.7925482749620277,4.771606997322486e-05,6.0202260058237325e-05,1,1,1.4216527899543911,1.404389354939982,0.01726343501440919,0.012143214669851299,1,1,0.01754905291451037,P0,F4_KelvinOp
14.0,573,80,19,19,19,0.07545075520425892,0.1347517730496454,0.1347517730496454,0.1347517730496454,0.06414046431727682,0.06414046431727682,0.06414046431727682,True,False,0.7552733483977838,0.7515785799901431,0.003694768407640714,0.0048919618512670866,1,1,1.3435488403850449,1.3342173554458006,0.009331484939244294,0.006945400612730985,1,1,0.007665405902021586,P0,F4_KelvinOp
15.0,573,85,22,22,22,0.08051427689820931,0.14864864864864866,0.14864864864864866,0.14864864864864866,0.07410052167052147,0.07410052167052147,0.07410052167052147,True,False,0.7348049778002325,0.7332173001914234,0.0015876776088090683,0.0021606788968170296,1,1,1.2643280363101976,1.2407792627619145,0.02354877354828311,0.018625525078924624,1,1,0.002673512516616943,P0,F4_KelvinOp
16.0,573,91,27,27,27,0.08665385984471832,0.17419354838709677,0.17419354838709677,0.17419354838709677,0.09584503037095604,0.09584503037095604,0.09584503037095604,True,False,0.7074439993938957,0.7005663515171673,0.006877647876728399,0.00972182657937708,1,1,1.190693802243045,1.190230654913228,0.00046314732981711515,0.00038897265522389713,1,1,0.00019941112673079318,P0,F4_KelvinOp
17.0,573,97,28,28,28,0.09286367473140028,0.1686746987951807,0.1686746987951807,0.1686746987951807,0.08357180938745129,0.08357180938745129,0.08357180938745129,True,False,0.6698281116823928,0.6686893084983488,0.0011388031840439128,0.0017001424159156376,1,1,1.1376698293441732,1.136009712502494,0.0016601168416792156,0.0014592255141689175,1,1,0.0008645647200110193,P0,F4_KelvinOp
18.0,573,103,30,30,30,0.09914492971776269,0.17045454545454544,0.17045454545454544,0.17045454545454544,0.07915770037731096,0.07915770037731096,0.07915770037731096,True,False,0.6435917943075409,0.6393376672776289,0.004254127029912014,0.0066099771121059005,1,1,1.1166258161980673,1.109213594985203,0.007412221212864223,0.006638052878001382,1,1,0.0014199583253178543,P0,F4_KelvinOp
19.0,573,108,32,32,32,0.10443477276239174,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.07758035774811899,0.07758035774811899,0.07758035774811899,True,False,0.6182941914996872,0.6158237265646721,0.0024704649350151264,0.003995614011871849,1,1,1.0729214033655947,1.0711529772166062,0.0017684261489885333,0.0016482345709958285,1,1,0.0016877206663233847,P0,F4_KelvinOp
20.0,573,114,35,35,35,0.11085023542627534,0.18134715025906736,0.18134715025906736,0.18134715025906736,0.07928575999408782,0.07928575999408782,0.07928575999408782,True,False,0.6077639484207665,0.6072726534267784,0.000491294993988145,0.0008083648187174343,1,1,1.0459784328082475,1.0455563709336768,0.00042206187457072275,0.0004035091559560833,1,1,0.0013811352523759206,P0,F4_KelvinOp
21.0,573,120,40,40,40,0.11734072027853504,0.2,0.2,0.2,0.09364800395861608,0.09364800395861608,0.09364800395861608,True,False,0.5899716066049281,0.5887012729729739,0.001270333631954168,0.00215321147277659,1,1,1.0074298637622372,0.9939444284473806,0.013485435314856575,0.013385979312242488,1,1,0.0002357620418884925,P0,F4_KelvinOp
22.0,573,126,45,45,45,0.12390754979930439,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.10670535344426994,0.10670535344426994,0.10670535344426994,True,False,0.5714718857476718,0.5670403303116984,0.0044315554359734,0.007754634211227169,1,1,0.9651724857354105,0.9465211914690553,0.018651294266355145,0.019324312018844842,1,1,4.01141689413262e-05,P0,F4_KelvinOp
23.0,573,131,49,49,49,0.12943920253995603,0.2300469483568075,0.2300469483568075,0.2300469483568075,0.11556659352268737,0.11556659352268737,0.11556659352268737,True,False,0.5576873092513402,0.5556208824369364,0.0020664268144038322,0.0037053502565404955,1,1,0.9369023429365518,0.9307259864750743,0.006176356461477517,0.0065923161661853025,1,1,1.1072680925754834e-05,P0,F4_KelvinOp
24.0,573,137,52,52,52,0.13614953768030674,0.23423423423423423,0.23423423423423423,0.23423423423423423,0.11354360602012199,0.11354360602012199,0.11354360602012199,True,False,0.540341536622903,0.5402543605795205,8.717604338248641e-05,0.00016133507693547053,1,1,0.9140031796822975,0.912012184238784,0.0019909954435134436,0.002178324416995467,1,1,1.5055158643997259e-05,P0,F4_KelvinOp
25.0,573,143,54,54,54,0.1429401392933665,0.23275862068965517,0.23275862068965517,0.23275862068965517,0.10479837583600593,0.10479837583600593,0.10479837583600593,True,False,0.5262188330913291,0.5174458954325563,0.00877293765877285,0.016671652755632642,1,1,0.8943345147091216,0.894032508015936,0.0003020066931855858,0.0003376887375120619,1,1,5.4066288112744586e-05,P0,F4_KelvinOp
26.0,573,148,57,57,57,0.14866133274015444,0.2384937238493724,0.2384937238493724,0.2384937238493724,0.10551898388259077,0.10551898388259077,0.10551898388259077,True,False,0.49661782831469115,0.49549152623821924,0.0011263020764719078,0.0022679453137920886,1,1,0.8765610189300987,0.8732656918716087,0.003295327058490005,0.0037593812493649007,1,1,4.976779880082748e-05,P0,F4_KelvinOp
27.0,573,154,63,63,63,0.15560287751019589,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.12025145151283637,0.12025145151283637,0.12025145151283637,True,False,0.4693491970803828,0.46643684138887065,0.0029123556915121585,0.006205093584113186,1,1,0.854469419991143,0.8365936079625889,0.01787581202855415,0.020920364860733624,1,1,5.794400330633544e-06,P0,F4_KelvinOp
28.0,573,160,69,69,69,0.16262888566726297,0.2749003984063745,0.2749003984063745,0.2749003984063745,0.13407617102791464,0.13407617102791464,0.13407617102791464,True,False,0.45614621362015045,0.45589006306345387,0.00025615055669658826,0.0005615536182218409,1,1,0.8228035927242906,0.8145516565878421,0.008251936136448479,0.010029047283479208,1,1,6.552731866692647e-07,P0,F4_KelvinOp
29.0,573,166,72,72,72,0.16974090852766702,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.1290948446048803,0.1290948446048803,0.1290948446048803,True,False,0.43632272505566333,0.4350067092417213,0.0013160158139420286,0.0030161523532246447,1,1,0.7680148161639252,0.762515668560324,0.005499147603601151,0.007160210308270162,1,1,1.5436610941655865e-06,P0,F4_KelvinOp
30.0,573,171,76,76,76,0.17573444559908336,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.13342767937832442,0.13342767937832442,0.13342767937832442,True,False,0.4294894334174783,0.42833700377156303,0.001152429645915276,0.0026832549447033203,1,1,0.7443929379702631,0.739661977392376,0.004730960577887022,0.006355461392187488,1,1,7.907899650586801e-07,P0,F4_KelvinOp
31.0,573,177,79,79,79,0.1830083192418814,0.2872727272727273,0.2872727272727273,0.2872727272727273,0.1276199139923859,0.1276199139923859,0.1276199139923859,True,False,0.41854019965723777,0.4146108693703049,0.003929330286932875,0.009388178937532854,1,1,0.709375978137643,0.707238029323397,0.0021379488142460046,0.0030138443930098377,1,1,2.14493430065993e-06,P0,F4_KelvinOp
32.0,573,183,83,83,83,0.1903728151227539,0.29328621908127206,0.29328621908127206,0.29328621908127206,0.12711209045447464,0.12711209045447464,0.12711209045447464,True,False,0.40672009309010393,0.4060914244354343,0.0006286686546696507,0.001545703458841353,1,1,0.6956106363476661,0.6891601825410402,0.0064504538066259,0.009273081045014332,1,1,2.464729161936949e-06,P0,F4_KelvinOp
33.0,573,189,83,83,83,0.19782963807008228,0.28135593220338984,0.28135593220338984,0.28135593220338984,0.10412538046451147,0.10412538046451147,0.10412538046451147,True,False,0.3889498435488736,0.38487634221916,0.004073501329713569,0.010473076149217457,1,1,0.6643197498569482,0.6631530236679919,0.0011667261889563019,0.0017562720199234476,1,1,7.966331504456383e-05,P0,F4_KelvinOp
34.0,573,194,90,90,90,0.20411544453627195,0.30201342281879195,0.30201342281879195,0.30201342281879195,0.12300524945540503,0.12300524945540503,0.12300524945540503,True,False,0.37414434006142605,0.3739746344339413,0.00016970562748475082,0.0004535833081342056,1,1,0.6464755600835101,0.6387812623269402,0.007694297756569934,0.01190191591399991,1,1,5.280067505325749e-06,P0,F4_KelvinOp
35.0,573,200,95,95,95,0.2117461055962624,0.3114754098360656,0.3114754098360656,0.3114754098360656,0.12651926612458017,0.12651926612458017,0.12651926612458017,True,False,0.369755143041887,0.3697097934867293,4.534955515772543e-05,0.0001226475304295851,1,1,0.6239038436329741,0.6236329060148948,0.00027093761807928107,0.00043426181909958934,1,1,3.2733381914922212e-06,P0,F4_KelvinOp
36.0,573,206,104,104,104,0.21947416273996465,0.33766233766233766,0.33766233766233766,0.33766233766233766,0.15142122051623788,0.15142122051623788,0.15142122051623788,True,True,0.3663364782546232,0.3654368158792981,0.0008996623753250721,0.002455836174468433,1,1,0.6127266874705557,0.6127266874705557,0.0,0.0,3,1,5.473186450384396e-08,P0,F4_KelvinOp
37.0,573,212,113,113,113,0.22730149363603225,0.3633440514469453,0.3633440514469453,0.3633440514469453,0.17606162907066927,0.17606162907066927,0.17606162907066927,True,False,0.3574138745062272,0.3560487323387067,0.0013651421675204833,0.0038194996470309064,1,1,0.6002305258815149,0.5964798015021121,0.0037507243794028255,0.0062488064463139545,1,1,5.996190821387547e-10,P0,F4_KelvinOp
38.0,573,217,118,118,118,0.23390149173608848,0.37341772151898733,0.37341772151898733,0.37341772151898733,0.18211265036798271,0.18211265036798271,0.18211265036798271,True,False,0.34793808817086985,0.347076292477605,0.000861795693264833,0.002476865058940059,1,1,0.5696947543758285,0.5687825526508338,0.0009122017249947323,0.001601211382039427,1,1,1.991915544285599e-10,P0,F4_KelvinOp
39.0,573,223,124,124,124,0.24191586374086366,0.38509316770186336,0.38509316770186336,0.38509316770186336,0.18886729996425794,0.18886729996425794,0.18886729996425794,True,False,0.33682324415040005,0.3362240892619088,0.0005991548884912712,0.001778840679486281,1,1,0.5517625019987877,0.5475481418426044,0.004214360156183372,0.007637996675955032,1,1,5.772582477395915e-11,P0,F4_KelvinOp
40.0,573,229,127,127,127,0.25003509898592313,0.38368580060422963,0.38368580060422963,0.38368580060422963,0.17820927544420892,0.17820927544420892,0.17820927544420892,True,False,0.32621664243260184,0.32589137331325607,0.0003252691193457724,0.0009970954176961552,1,1,0.5343598947338835,0.5254200585246083,0.008939836209275187,0.016729990961854117,1,1,5.652004218471523e-10,P0,F4_KelvinOp
41.0,573,234,132,132,132,0.256882726086866,0.39285714285714285,0.39285714285714285,0.39285714285714285,0.18297840938921767,0.18297840938921767,0.18297840938921767,True,False,0.3175616554308785,0.31659301526242334,0.0009686401684551593,0.003050242848560779,1,1,0.5147454524325578,0.5142388334228221,0.0005066190097356982,0.0009842126964726818,1,1,2.4808961084997284e-10,P0,F4_KelvinOp
42.0,573,240,140,140,140,0.26519963409964514,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.1994624371248384,0.1994624371248384,0.1994624371248384,True,False,0.30395692096084936,0.30351538346515483,0.0004415374956945328,0.001452631821308008,1,1,0.49695465393190086,0.495493727192907,0.0014609267389938396,0.002939758642835921,1,1,9.914453338193974e-12,P0,F4_KelvinOp
43.0,573,246,143,143,143,0.2736274229346693,0.40974212034383956,0.40974212034383956,0.40974212034383956,0.18738964232253494,0.18738964232253494,0.18738964232253494,True,False,0.293619019819902,0.29104582422704506,0.0025731955928569583,0.008763722440171918,1,1,0.4842524502777542,0.48404287599343787,0.0002095742843163384,0.0004327789858288424,1,1,1.4091512302371646e-10,P0,F4_KelvinOp
